821567792528789504	vivian4lsgk	Brainport Biotech Solutions opent nieuw lab op Chemelot	Brainport Biotech Solutions opent nieuw lab op Chemelot
821580537689210880	eyskonijntje	@saskiamsterdam ja! Had t met jou toen ook over making a murderer, toch? Of ben ik in de war 🤔	@saskiamsterdam ja ! Had t met jou toen ook over making a murderer , toch ? Of ben ik in de war 🤔
821580544341377024	bob84507308	@DrsMichelle @Eduard_LID maar mijn opmerking was eigenlijk: had dit niet eerder bij de arts moet komen. dan genezing misschien nog mogelijk	@DrsMichelle @Eduard_LID maar mijn opmerking was eigenlijk : had dit niet eerder bij de arts moet komen . dan genezing misschien nog mogelijk
821580562309718016	NielsQuispel	Beweeg ik voldoende en eet ik genoeg? https://t.co/I2NA1Bib9O	Beweeg ik voldoende en eet ik genoeg ? https://t.co/I2NA1Bib9O
821580575270014977	RentH0useboats	RT @HeinForum: Erkenning van ons reg, om in samewerking mt SAPD, ons gemeenskappe te beveilig @IanCameron23 @afriforum…	RT @HeinForum : Erkenning van ons reg , om in samewerking mt SAPD , ons gemeenskappe te beveilig @IanCameron23 @afriforum …
821580579019886592	JouwradioMuziek	Mark Lambin - Weg van jou - Nu op https://t.co/U5ogZGHFAF #desterrenvanbijons	Mark Lambin - Weg van jou - Nu op https://t.co/U5ogZGHFAF #desterrenvanbijons
821580599253172225	mennoheetveld	Gespannen wachten op mooie laag ijs bij Schiedamse schaatsbaan https://t.co/U01oyycHFr	Gespannen wachten op mooie laag ijs bij Schiedamse schaatsbaan https://t.co/U01oyycHFr
821580607427932160	LeroyPinas	Bijzonder verhaal: "Voedingscentrum niet achter 'schijnoplossing' van peutermelk" https://t.co/LJo5FlbCxt	Bijzonder verhaal : " Voedingscentrum niet achter ' schijnoplossing ' van peutermelk " https://t.co/LJo5FlbCxt
821580623005581312	kittekat4	RT @Matthijs85: Terrorismewetgeving holt onze zwaarbevochten rechten uit https://t.co/2jSGGfIEfL #terrorisme vs #burgerrechten…	RT @Matthijs85 : Terrorismewetgeving holt onze zwaarbevochten rechten uit https://t.co/2jSGGfIEfL #terrorisme vs #burgerrechten …
821580623999619077	Rzuid70	@minkje91 Goedemorgen Roger. Allang aan het werk natuurlijk. Mooie dag jij, harde werker. 😊	@minkje91 Goedemorgen Roger . Allang aan het werk natuurlijk . Mooie dag jij , harde werker . 😊
821580628714029056	Hanny_Lynch	@grainna op wat?	@grainna op wat ?
821580637110943744	luistersocialfm	Audioslave komt eenmalig weer bij elkaar voor 'anti-inauguratieconcert' https://t.co/1Tvi53CgAu #nieuwsflits	Audioslave komt eenmalig weer bij elkaar voor ' anti-inauguratieconcert ' https://t.co/1Tvi53CgAu #nieuwsflits
821580640546160640	LinnerTop111	Duo Laot Gaon - Den is 't in Lin weer vastelaovendj (58) #NowPlaying #LinnerTop111 (01/18/2017 05:51:03)	Duo Laot Gaon - Den is 't in Lin weer vastelaovendj (58) #NowPlaying #LinnerTop111 (01/18/2017 05:51:03)
821580641657638914	Martjesch	Geloof dat de 'thermo' op de verpakking van m'n maillot alleen voor de sier was https://t.co/M5JiRAyFUA	Geloof dat de ' thermo ' op de verpakking van m'n maillot alleen voor de sier was https://t.co/M5JiRAyFUA
821580648712466432	unionseller	@HDDuurvoort Wat ben jij toch een romanticus Je zou eens wat meer Amerikaanse romans moeten lezen en de onderzoeken van Milgrin over macht	@HDDuurvoort Wat ben jij toch een romanticus Je zou eens wat meer Amerikaanse romans moeten lezen en de onderzoeken van Milgrin over macht
821580650708922369	VernonBarnard	RT @Leozelle: @VernonBarnard is een van @bobbyvjaarsveld se gaste op "Mnet & Friends" Kyk lekker saam Sondag 22 Januarie op @MNet…	RT @Leozelle : @VernonBarnard is een van @bobbyvjaarsveld se gaste op " Mnet & Friends " Kyk lekker saam Sondag 22 Januarie op @MNet …
821580654320226304	avorikaz	Ik ga dit ongelooflijk veel missen #internaat #squad https://t.co/kF7s0IAl5F	Ik ga dit ongelooflijk veel missen #internaat #squad https://t.co/kF7s0IAl5F
821580653590233089	hlnsport	Williams-zussen trekken zich terug uit dubbelspel wegens blessure https://t.co/KNnDzjfARy #hlnsport https://t.co/5xeVfBRxLT	Williams-zussen trekken zich terug uit dubbelspel wegens blessure https://t.co/KNnDzjfARy #hlnsport https://t.co/5xeVfBRxLT
821580655125372928	Filefeed	#Filefeed Totale filelengte op snelwegen in Vlaanderen: 0 km; Trend: stabiel https://t.co/LavF2rcipt #File #Belgie	#Filefeed Totale filelengte op snelwegen in Vlaanderen : 0 km ; Trend : stabiel https://t.co/LavF2rcipt #File #Belgie
821580656882880512	achteraan	Internet/TV/Bellen. Kies jouw ideale pakket met behulp Bij iedere bestelling gratis 1/5e Staatslot. #tdd https://t.co/ZUTwdCpfak #lab	Internet / TV / Bellen . Kies jouw ideale pakket met behulp Bij iedere bestelling gratis 1/5e Staatslot . #tdd https://t.co/ZUTwdCpfak #lab
821580656438288384	URBevent	Metal Battle: Veldslag West - 18-03-2017 - 19:00 - In de Veldslag West strijden de winnaars van de voorrondes uit..… https://t.co/xxOui9S7yq	Metal Battle : Veldslag West - 18-03-2017 - 19:00 - In de Veldslag West strijden de winnaars van de voorrondes uit ..… https://t.co/xxOui9S7yq
821580666311704577	DesmitPier	RT @PhRoose: Wouter wil de UK straffen voor hun democratische keuze. Daardoor straft hij ook de Vlaamse export-economie. #merde https://t.c…	RT @PhRoose : Wouter wil de UK straffen voor hun democratische keuze . Daardoor straft hij ook de Vlaamse export-economie . #merde https://t.c …
821580666403950592	QuaJonge	@r_deroonpvv meneertje koekerepeertje.. hou toch op, ga iets doen met je leven.. !	@r_deroonpvv meneertje koekerepeertje .. hou toch op , ga iets doen met je leven .. !
821580671818690560	AshKetchumNED	Ben benieuwd wat Paul aan het doen is.	Ben benieuwd wat Paul aan het doen is .
821580674784264192	MarjetKrijger	RT @anitadejong: Weet jij wat een #growthmindset is? En hoeveel invloed het heeft op leerprestaties? Morgen verschijnt bij @_bazalt…	RT @anitadejong : Weet jij wat een #growthmindset is ? En hoeveel invloed het heeft op leerprestaties ? Morgen verschijnt bij @_bazalt …
821580677241970688	Misty_NL	De wereld is zo mooi... Zo blauw...	De wereld is zo mooi ... Zo blauw ...
821580677640581121	elisahxh	RT @inasaa_: Zielig hoe mensen kunnen genieten van een ander zijn pijn	RT @inasaa_ : Zielig hoe mensen kunnen genieten van een ander zijn pijn
821580684741451781	EsmeeMarjolene	Oh waaauw ik heb honger !	Oh waaauw ik heb honger !
821580686163374084	Easy_Branches	RT @BesteNieuws: Jubileumfeest en kletsavond van cv De https://t.co/I4YfotVw6R via @Easy_Branches @auteurjanjansen #easybranches https://t.…	RT @BesteNieuws : Jubileumfeest en kletsavond van cv De https://t.co/I4YfotVw6R via @Easy_Branches @auteurjanjansen #easybranches https://t. …
821580687505551360	Zoeverspoor	@jiamijongejan maar dat is moeilijk als je al grijs begint te worden😉😂	@jiamijongejan maar dat is moeilijk als je al grijs begint te worden 😉😂
821580697097924612	DutchNewspapers	Bedrijven in de rij voor Chinese E-handelsmissie Alibaba https://t.co/lm71vGwFcm #Nieuws #Nederland	Bedrijven in de rij voor Chinese E-handelsmissie Alibaba https://t.co/lm71vGwFcm #Nieuws #Nederland
821580699027304448	DutchNewspapers	Iedereen scoort bij Feyenoord https://t.co/UN6mGLR4Fh #Nieuws #Nederland	Iedereen scoort bij Feyenoord https://t.co/UN6mGLR4Fh #Nieuws #Nederland
821580700235288578	DutchNewspapers	Kunstgras gevaar voor grondwater https://t.co/tUmH6s1kt4 #Nieuws #Nederland	Kunstgras gevaar voor grondwater https://t.co/tUmH6s1kt4 #Nieuws #Nederland
821580703628460032	DutchNewspapers	Negen doden bij instorting Chinese kolenmijn https://t.co/8gL07UVdE4 #Nieuws #Nederland	Negen doden bij instorting Chinese kolenmijn https://t.co/8gL07UVdE4 #Nieuws #Nederland
821580704815415296	DutchNewspapers	Boeteprikkel verdwijnt https://t.co/Kt3aZhFmdb #Nieuws #Nederland	Boeteprikkel verdwijnt https://t.co/Kt3aZhFmdb #Nieuws #Nederland
821580707197779968	DutchNewspapers	Zanger Eagles Of Death Metal beschuldigd van doodsbedreiging https://t.co/PryfR9kKEm #Nieuws #Nederland	Zanger Eagles Of Death Metal beschuldigd van doodsbedreiging https://t.co/PryfR9kKEm #Nieuws #Nederland
821580714005135360	VizierOpVolley	Nieuw bericht: Stunt Donitas D3 bij koploper Bolsward https://t.co/p5Fgmuou7W	Nieuw bericht : Stunt Donitas D3 bij koploper Bolsward https://t.co/p5Fgmuou7W
821580713443127297	HoogeveenVoluit	RT @cjghoogeveen: Leuke informatie-bijeenkomst over met @StevenPont op 24 januari a.s in @ZuiderBreedte . Alle ouders uit #Hoogeveen zijn v…	RT @cjghoogeveen : Leuke informatie-bijeenkomst over met @StevenPont op 24 januari a.s in @ZuiderBreedte . Alle ouders uit #Hoogeveen zijn v…
821580719831007232	HoogeveenVoluit	Retweeted CJG Hoogeveen (@cjghoogeveen): Leuke informatie-bijeenkomst over met @StevenPont op 24 januari a.s in... https://t.co/z9XCImoszu	Retweeted CJG Hoogeveen ( @cjghoogeveen ): Leuke informatie-bijeenkomst over met @StevenPont op 24 januari a.s in ... https://t.co/z9XCImoszu
821580720258826240	Gradjuh	Mogge @EstherHVNL @IlseHVNL @IreneHVNL @SandraHVNL @MarlayneS @GallyonvVessem @SelmaHVNL @MirellavMarkus Leuke dag m,n kanjers. X	Mogge @EstherHVNL @IlseHVNL @IreneHVNL @SandraHVNL @MarlayneS @GallyonvVessem @SelmaHVNL @MirellavMarkus Leuke dag m,n kanjers . X
821580720992899072	Dxrah	Vrouwen moeten verboden worden op de weg net als mensen boven de 60 https://t.co/EJqqS5i1Ex	Vrouwen moeten verboden worden op de weg net als mensen boven de 60 https://t.co/EJqqS5i1Ex
821580722301468672	Robbie2065	@charismagold goede morgen Charisma een leuke en fijne woensdag ga ervan genieten lieverd. 😘😘😘😘😘😘😘😘	@charismagold goede morgen Charisma een leuke en fijne woensdag ga ervan genieten lieverd . 😘😘😘😘😘😘😘😘
821580733374459904	TrouIdees	Ek is opsoek na iemand in BLOEMFONTEIN wat my kan help om my unieke "trourok" (nie die gewone, algemene trourok nie) te ontwerp en maak wat	Ek is opsoek na iemand in BLOEMFONTEIN wat my kan help om my unieke " trourok " ( nie die gewone , algemene trourok nie ) te ontwerp en maak wat
821580737115815941	MaassluisVDL	VDL trots op presentatie van nieuwe trainer Francis Janse. Lees verder >> https://t.co/wXPLwyRt7Y https://t.co/4VAb0CuiHy	VDL trots op presentatie van nieuwe trainer Francis Janse . Lees verder >> https://t.co/wXPLwyRt7Y https://t.co/4VAb0CuiHy
821580740571840513	TrendolizerNL	Kijken: dit gebeurt er als je niet bij je eigen videoclip komt opdagen https://t.co/l0VenF6L5d	Kijken : dit gebeurt er als je niet bij je eigen videoclip komt opdagen https://t.co/l0VenF6L5d
821580747119140865	KoosSkiet	@Von_WR Ou Anna gaan weer lekker kla as sy die vloer weer moet mop.	@Von_WR Ou Anna gaan weer lekker kla as sy die vloer weer moet mop .
821580749832941568	gerald_winter	RT @Sietze_1: Ons tweede Monitor Debat gaat over ouderen die langer thuis moeten blijven wonen. Heb je tips? Wil je meepraten? La…	RT @Sietze_1 : Ons tweede Monitor Debat gaat over ouderen die langer thuis moeten blijven wonen . Heb je tips ? Wil je meepraten ? La …
821580752546623488	cyclingfever	@CyclingUptodate thx, maar wacht even op bevestiging uit Oz. Guerreiro had ik al achterhaald.	@CyclingUptodate thx , maar wacht even op bevestiging uit Oz . Guerreiro had ik al achterhaald .
821580757953052673	DesmitPier	RT @Percolator_HNJ: Enorme vangst van zware wapens bij moslimextremisten in Spanje, leveranciers voor geplande massamoorden in Europa…	RT @Percolator_HNJ : Enorme vangst van zware wapens bij moslimextremisten in Spanje , leveranciers voor geplande massamoorden in Europa …
821580761262342144	FrankvanLith2	@KeuperJasper Gezien jouw kwaliteit van voorspellen kun je utreg beter laten winnen....dan maken we nog kans.... 🤗	@KeuperJasper Gezien jouw kwaliteit van voorspellen kun je utreg beter laten winnen .... dan maken we nog kans .... 🤗
821580772167524352	Gouwemere	Ik zit in de trein! Ik herhaal, ik zit in de trein! 😊	Ik zit in de trein ! Ik herhaal , ik zit in de trein ! 😊
821580784222044161	666budel	RT @lientje1967: NL's hoogste bestuursrechter @RaadvanState, moet v Wakker Dier niet wet toetsen, maar luisteren naar wat mensen vin…	RT @lientje1967 : NL's hoogste bestuursrechter @RaadvanState , moet v Wakker Dier niet wet toetsen , maar luisteren naar wat mensen vin …
821580784733736961	Pepie2	RT @RTLnieuws: Obama geeft nog snel half miljard aan klimaatfonds, iets waar Trump geen geld aan wil 'verspillen'…	RT @RTLnieuws : Obama geeft nog snel half miljard aan klimaatfonds , iets waar Trump geen geld aan wil ' verspillen '…
821580788458225664	avorikaz	Veel te blij #londen #trektopniets https://t.co/8GG7UvfCq8	Veel te blij #londen #trektopniets https://t.co/8GG7UvfCq8
821580794447724544	RuudvdVliet	Zorgelijk! https://t.co/ssKSViIVIU	Zorgelijk ! https://t.co/ssKSViIVIU
821580800839864324	Schorpioen1988	RT @UCanNotBreakMe: RT Lieve mensen, ik heb nu 5300,- momenteel ik moet nog 4700,- en heb nog 7 dagen! Iedere euro is er 1! Thanks! https:/…	RT @UCanNotBreakMe : RT Lieve mensen , ik heb nu 5300,- momenteel ik moet nog 4700,- en heb nog 7 dagen ! Iedere euro is er 1! Thanks ! https:/ …
821580811778527232	karooblues1	Ingevoerde Franse kant #Giftsonplatform30 Paarl ( pryse en mates onder aan elke foto) Pragtig om op beddegoed... https://t.co/Igv5P1rTdD	Ingevoerde Franse kant #Giftsonplatform30 Paarl ( pryse en mates onder aan elke foto ) Pragtig om op beddegoed ... https://t.co/Igv5P1rTdD
821580812063686656	har_reits	@AjaxTotaalnl Ok, @Ajax nog even uitverkopen straks, goed voor de aandeelhouders Of zullen we toch weer bouwen aan een echt kampioensteam? 😎	@AjaxTotaalnl Ok , @Ajax nog even uitverkopen straks , goed voor de aandeelhouders Of zullen we toch weer bouwen aan een echt kampioensteam ? 😎
821580812944633857	gasterie	Wij wensen Ijsvereniging De Hondsrug en de deelnemers veel succes! #marathon #Noordlaren #schaatsen #natuurijs.	Wij wensen Ijsvereniging De Hondsrug en de deelnemers veel succes ! #marathon #Noordlaren #schaatsen #natuurijs .
821580816467697667	AffiliateBuildr	RT @springbok60: @HenkJanOut Schoonen noemt zich "wetenschapsjournalist" maar stelt niet één kritische vraag. Journalistiek a la Wierd Duk.…	RT @springbok60 : @HenkJanOut Schoonen noemt zich " wetenschapsjournalist " maar stelt niet één kritische vraag . Journalistiek a la Wierd Duk .…
821580822776053760	BudiWWE	Kiki is aan het inspelen, komt er ineens een bal aangevlogen van een andere baan vol op het hoofd/oog van Kiki #AusOpen 🤕	Kiki is aan het inspelen , komt er ineens een bal aangevlogen van een andere baan vol op het hoofd / oog van Kiki #AusOpen 🤕
821580822939652096	jetsedvs	Ik wil warmte!!!	Ik wil warmte !!!
821580824244002816	RegioDate	Mona 53 jr., Gouda. Zoekt een leuk ongebonden pleziertje..... https://t.co/vN16ByemjB	Mona 53 jr ., Gouda . Zoekt een leuk ongebonden pleziertje ..... https://t.co/vN16ByemjB
821580829705064449	Hetwaakzameoog	Hasselt? Tiens, dat is toch daar waar SP.A, CD&V en Groen aan de potjes zitten? #dtz #dtv #begov #deochtend https://t.co/lZvZOxOUAu	Hasselt ? Tiens , dat is toch daar waar SP .A, CD &V en Groen aan de potjes zitten ? #dtz #dtv #begov #deochtend https://t.co/lZvZOxOUAu
821580837468532737	JoyceKobe	@FaZeRug hi rug	@FaZeRug hi rug
821580850462658560	covara	Goedemorgen mensen, woensdag al weer. Hoop dat het een mooie woensdag wordt voor iedereen. Doe je best!	Goedemorgen mensen , woensdag al weer . Hoop dat het een mooie woensdag wordt voor iedereen . Doe je best !
821580852161290246	hardecijfers	Negen doden bij instorting Chinese kolenmijn https://t.co/l2Z4gYnACZ	Negen doden bij instorting Chinese kolenmijn https://t.co/l2Z4gYnACZ
821580853469966336	Gradjuh	@maesnicole18 Dank u Nicole. Groetjes en rustig aan he.	@maesnicole18 Dank u Nicole . Groetjes en rustig aan he .
821580863280390144	Zonnestraal6	@Jeronimus1973 Dank je wel 😊	@Jeronimus1973 Dank je wel 😊
821580874147921920	blikje_ice_thee	@zicovdam @Jonabros99 @JamillaOfzo @DusDavid Yo Zico, je kan naar staff en een melding doen dat ie je heeft gelootkilled.	@zicovdam @Jonabros99 @JamillaOfzo @DusDavid Yo Zico , je kan naar staff en een melding doen dat ie je heeft gelootkilled .
821580886223233024	DesmitPier	RT @ArmandVervaeck: #TheresaMay liegt over migratie. Migranten van buiten de EU komen met een toeristenvisum per vliegtuig en duiken dan on…	RT @ArmandVervaeck : #TheresaMay liegt over migratie . Migranten van buiten de EU komen met een toeristenvisum per vliegtuig en duiken dan on …
821580886579806212	TiziPatri	@yuuuuuuuuuuuuh_ Morgen	@yuuuuuuuuuuuuh_ Morgen
821580886688862209	moosmoses	Ik blijf mezelf verbazen hoeveel je kan doen in de ochtend, bijna alles aan kant en niemand die voor je voeten loopt. Goedemorgen allemaal.	Ik blijf mezelf verbazen hoeveel je kan doen in de ochtend , bijna alles aan kant en niemand die voor je voeten loopt . Goedemorgen allemaal .
821580890631532544	Nieuws_Tennis	Williams-zussen trekken zich terug uit dubbelspel wegens blessure https://t.co/MyfJHyhPzE #tennisnieuws #tennis #tennissen	Williams-zussen trekken zich terug uit dubbelspel wegens blessure https://t.co/MyfJHyhPzE #tennisnieuws #tennis #tennissen
821580893290577920	nieuwsuitbelgie	Gerecht valt binnen bij NMBS-dochter Eurostation https://t.co/y1yAs5ssH5 #nieuws #belgie	Gerecht valt binnen bij NMBS-dochter Eurostation https://t.co/y1yAs5ssH5 #nieuws #belgie
821580894397861888	IkhsanMuhamad88	DVD Strijd om Indie - Het Nederlands-Indonesische conflict 1945-1949 https://t.co/TbZ9QcZFbp via @YouTube	DVD Strijd om Indie - Het Nederlands-Indonesische conflict 1945-1949 https://t.co/TbZ9QcZFbp via @YouTube
821580899984801793	A_Geldverdienen	#Instagram voor #Leads ? Ik begreep het niet tot ik het uitprobeerde en zag dat het werkte! Engelse site => https://t.co/wFmmOWvDW4	#Instagram voor #Leads ? Ik begreep het niet tot ik het uitprobeerde en zag dat het werkte ! Engelse site => https://t.co/wFmmOWvDW4
821580904237854720	thierrymoortgat	#bijbaan ? Misschien is dit wel iets voor jou => https://t.co/Qq67zWr1Ou #extrainkomen #parttime #geldverdienen #residueelinkomen	#bijbaan ? Misschien is dit wel iets voor jou => https://t.co/Qq67zWr1Ou #extrainkomen #parttime #geldverdienen #residueelinkomen
821580905110065152	newsfeit	#newsfeit: Bedrijven in de rij voor Chinese E-handelsmissie Alibaba https://t.co/1ZJLfSMhVu #ad.nl	#newsfeit : Bedrijven in de rij voor Chinese E-handelsmissie Alibaba https://t.co/1ZJLfSMhVu #ad . nl
821580907672903682	loveinground	Een vrouw is als een hijskraan, ze kan alle kanten op #loveinground	Een vrouw is als een hijskraan , ze kan alle kanten op #loveinground
821580911128952832	LaatsteNieuwszz	Bedrijven in de rij voor Chinese E-handelsmissie Alibaba https://t.co/xG3Qnqt3vl	Bedrijven in de rij voor Chinese E-handelsmissie Alibaba https://t.co/xG3Qnqt3vl
821580916065607680	OrangeReal_	#curacao Korte Promovideo Jan Thiel & Omgeving op Curaçao https://t.co/tQ1Mimhbsn https://t.co/ArDZ76s3y8	#curacao Korte Promovideo Jan Thiel & Omgeving op Curaçao https://t.co/tQ1Mimhbsn https://t.co/ArDZ76s3y8
821580921820192768	OrangeReal_	#curacao Snorkelen op Curaçao – Video https://t.co/yin4C0WMQX https://t.co/SaNa0243tI	#curacao Snorkelen op Curaçao – Video https://t.co/yin4C0WMQX https://t.co/SaNa0243tI
821580923707752449	NLWeerAlert	HVweerNL: https://t.co/AucLzoZRDq #NLWeerAlert	HVweerNL : https://t.co/AucLzoZRDq #NLWeerAlert
821580924626288640	beatbangazradio	Now playing Nama Xam - Laat ons praat listen via @tunein or https://t.co/MMQCbaKYlj #beatbangazradio	Now playing Nama Xam - Laat ons praat listen via @tunein or https://t.co/MMQCbaKYlj #beatbangazradio
821580926094168065	DatsMyDJ	@derekjblakey @Netnek_ Ik so	@derekjblakey @Netnek_ Ik so
821580946772205568	6yrsthailand	RT @maikel15177656: Geert Wilders is de man van het Nederlandse volk! #NederlandWeerVanOns #StemPVV https://t.co/XOxZ82jn8z	RT @maikel15177656 : Geert Wilders is de man van het Nederlandse volk ! #NederlandWeerVanOns #StemPVV https://t.co/XOxZ82jn8z
821580948491927553	_Zwolle	Keistad neemt zege mee uit #Zwolle https://t.co/IfiOqRavQv VoV, 18-01-2017. 5:42 uur. Eindelijk, na een lange periode rust, mochten de man…	Keistad neemt zege mee uit #Zwolle https://t.co/IfiOqRavQv VoV , 18-01-2017. 5:42 uur . Eindelijk , na een lange periode rust , mochten de man …
821580957882994688	RuudvdVliet	RT @josvdknaap: Kamp: Glastuinbouw neemt een aparte positie in https://t.co/t0Lt92UedQ	RT @josvdknaap : Kamp : Glastuinbouw neemt een aparte positie in https://t.co/t0Lt92UedQ
821580960013709312	herjans56	Listen at 0:23! Are that some Dutch words "Beetje rustig aan"? https://t.co/zDT3PxKBog	Listen at 0:23! Are that some Dutch words " Beetje rustig aan "? https://t.co/zDT3PxKBog
821580965944422401	Richardkuijer	Ik snap ook niet dat hij per limo niet gehaald wordt schande dat deze vrijheidsstrijder met openbaar vervoer moet#v… https://t.co/uJyCLGFn4Z	Ik snap ook niet dat hij per limo niet gehaald wordt schande dat deze vrijheidsstrijder met openbaar vervoer moet #v … https://t.co/uJyCLGFn4Z
821580984944656384	blikje_ice_thee	@zicovdam @Jonabros99 @JamillaOfzo @DusDavid killen mag wel alleen moet je een goede reden er voor hebben, en dat iemand iets duurs had	@zicovdam @Jonabros99 @JamillaOfzo @DusDavid killen mag wel alleen moet je een goede reden er voor hebben , en dat iemand iets duurs had
821580986135609345	urksgi	RT @asdfghjkilyqis: Ek het jou lief, qis	RT @asdfghjkilyqis : Ek het jou lief , qis
821580988090318848	Gradjuh	@TopogigioRini @K9Beveiliging @Dylanraats @Liesbet83770351 @securityman31 Heel goeie morgen...fijne dag allen #Koffie	@TopogigioRini @K9Beveiliging @Dylanraats @Liesbet83770351 @securityman31 Heel goeie morgen ... fijne dag allen #Koffie
821580994167836672	FrankDepreitere	VOLK in 2016 – ARTIKELOVERZICHT Zakman Edgard Laurence Christel Carine Marianne Tim en meer https://t.co/ZGr0FBFx1q https://t.co/WVpHwNe4ts	VOLK in 2016 – ARTIKELOVERZICHT Zakman Edgard Laurence Christel Carine Marianne Tim en meer https://t.co/ZGr0FBFx1q https://t.co/WVpHwNe4ts
821581000530608129	radioericah	Nu op Radio Erica: Eleonora's - Tussen Sneeuw & Edelweis	Nu op Radio Erica : Eleonora's - Tussen Sneeuw & Edelweis
821581001893773313	EleanorVanhoeck	RT @TallieuKenneth: sommigen begin under al te voelen mo ze en noois clown city meegemaakt , je meug ki twa zeggen aje van de grote blauwe…	RT @TallieuKenneth : sommigen begin under al te voelen mo ze en noois clown city meegemaakt , je meug ki twa zeggen aje van de grote blauwe …
821581004292976641	Chellebogaerts	RT @WerkCuracao: Cabana Beach is per direct op zoek naar een fulltime Operationeel Manager met een hands on mentaliteit. https://t.co/Yghzq…	RT @WerkCuracao : Cabana Beach is per direct op zoek naar een fulltime Operationeel Manager met een hands on mentaliteit . https://t.co/Yghzq …
821581011683340288	emilypiazza_	@CandaceBlair23 ik ik ily 😂😂	@CandaceBlair23 ik ik ily 😂😂
821581017391788032	Robbie2065	@xRachelxRosex goede morgen Rachel een fijne en leuke woensdag ga ervan genieten lieverd. 😘😘😘😘😘	@xRachelxRosex goede morgen Rachel een fijne en leuke woensdag ga ervan genieten lieverd . 😘😘😘😘😘
821581024593321985	Sepetcioglu89	Er is iets geknapt in me.	Er is iets geknapt in me .
821581031757099009	atelier_PRO	RT @OP_Ezinge: Straks kiezen naar welke school voor voortgezet onderwijs je gaat. Natuurlijk zijn er open dagen om te komen kijken…	RT @OP_Ezinge : Straks kiezen naar welke school voor voortgezet onderwijs je gaat . Natuurlijk zijn er open dagen om te komen kijken …
821581035934715904	blikje_ice_thee	@zicovdam @Jonabros99 @JamillaOfzo @DusDavid is geen reden en kan ie voor gebannd worden.	@zicovdam @Jonabros99 @JamillaOfzo @DusDavid is geen reden en kan ie voor gebannd worden .
821581037562011648	78qmulli	Mijn nieuwe FD column staat nu al online: … energie rechtstreeks	Mijn nieuwe FD column staat nu al online : … energie rechtstreeks
821581039927697408	BasEnBobbie	@crist_aal @Amadeusivan goedemorgen Lucky en vrouwtje!! Jaaa het is koud!!! Gelukkig weer terug vd wandeling en nu opwarmen!!	@crist_aal @Amadeusivan goedemorgen Lucky en vrouwtje !! Jaaa het is koud !!! Gelukkig weer terug vd wandeling en nu opwarmen !!
821581044008812544	kittekat4	RT @hakhverdian: Ik zie ze nog staan, Rutte, Verhagen en Wilders, bij de presentatie van een kabinet waar 'rechts Nederland de vingers bij…	RT @hakhverdian : Ik zie ze nog staan , Rutte , Verhagen en Wilders , bij de presentatie van een kabinet waar ' rechts Nederland de vingers bij …
821581044721795073	naomieyspaart23	Goodmorning! Straks een ochtendje werken en vanavond 2 uurtjes invallen	Goodmorning ! Straks een ochtendje werken en vanavond 2 uurtjes invallen
821581046395404289	NS_online	@hans16011979 Vandaag gaat het tot op heden nog best aardig geloof ik. Geen stroomstoring in ieder geval. ^DX	@hans16011979 Vandaag gaat het tot op heden nog best aardig geloof ik . Geen stroomstoring in ieder geval . ^ DX
821581062618906624	johnnyvermeer22	@seksturbanlilar @familiesletdoua wil ook wel met haar kutje spelen	@seksturbanlilar @familiesletdoua wil ook wel met haar kutje spelen
821581062186876928	AxelleRassalle	RT @JulieRonge: Hoe vaak da ik mijn instagram, twitter en facebook refresh tijdens het studeren... #oops	RT @JulieRonge : Hoe vaak da ik mijn instagram , twitter en facebook refresh tijdens het studeren ... #oops
821581062501441536	P2000alarm	Traumahelikopter LifeLiner 1 gaat naar Tafelbergweg in Amsterdam-Zuidoost https://t.co/s3t9DQUiE1 https://t.co/bKDBztgFW9	Traumahelikopter LifeLiner 1 gaat naar Tafelbergweg in Amsterdam-Zuidoost https://t.co/s3t9DQUiE1 https://t.co/bKDBztgFW9
821581063407468545	P2000alarm_LL	Traumahelikopter LifeLiner 1 gaat naar Tafelbergweg in Amsterdam-Zuidoost https://t.co/BwgXUo8XDj https://t.co/JVL2qsHRVK	Traumahelikopter LifeLiner 1 gaat naar Tafelbergweg in Amsterdam-Zuidoost https://t.co/BwgXUo8XDj https://t.co/JVL2qsHRVK
821581068289478656	urksgi	RT @asdfghjkilyqis: Ik hou van jou	RT @asdfghjkilyqis : Ik hou van jou
821581073154854912	KooppleinOss	Ed Hardy - New York City prints bij Stichting Superwens! https://t.co/hcyKNjPy7M	Ed Hardy - New York City prints bij Stichting Superwens ! https://t.co/hcyKNjPy7M
821581079769481216	will_bender8	@FaZeRug hi rug	@FaZeRug hi rug
821581092490801152	DVictorovic	Allergan en Gideon Richter Kondigen Positieve Fase III-Resultaten voor Ulipristal Acetaat 5 en 10 mg in de ... - https://t.co/IGV5wD6ln1	Allergan en Gideon Richter Kondigen Positieve Fase III-Resultaten voor Ulipristal Acetaat 5 en 10 mg in de ... - https://t.co/IGV5wD6ln1
