822307666311557120	WstnAssen	Weer in Assen om 06:00u Baro 1036.8hPa Tmp -5.6gr. Gev.tmp -5.6gr. Wind 0.0 km/h N UV 0.0 Dwp -6.8gr. Nrslg 0.0mm Vocht 91 Pct #Assen	Weer in Assen om 06:00u Baro 1036.8 hPa Tmp -5.6 gr . Gev . tmp -5.6 gr . Wind 0.0 km /h N UV 0.0 Dwp -6.8 gr . Nrslg 0.0 mm Vocht 91 Pct #Assen
822322035816697856	EinarLinke	RT @NOS: Een avond om dorpsbewoners en asielzoekers in Balk elkaar beter te laten leren kennen is gestart met een vechtpartij https://t.co/…	RT @NOS : Een avond om dorpsbewoners en asielzoekers in Balk elkaar beter te laten leren kennen is gestart met een vechtpartij https://t.co/ …
822322036915589120	112Vallei	Grote politiecontrole bij het Hulpverleningscentrum in Barneveld https://t.co/ltmJmKmK4M #112Nieuws https://t.co/14E9Z1sftw	Grote politiecontrole bij het Hulpverleningscentrum in Barneveld https://t.co/ltmJmKmK4M #112Nieuws https://t.co/14E9Z1sftw
822322038920519680	ED_nieuwsfeed	TT: Nieuw contract voor gewilde Paulo Dybala https://t.co/N81iojrnuO	TT : Nieuw contract voor gewilde Paulo Dybala https://t.co/N81iojrnuO
822322039264407552	DelphineLibeer	RT @xaddicted_: Ik zoek DRINGEND een kamer in Amsterdam voor 5 maanden vanaf februari. Please RT nd help a student😭💯	RT @xaddicted_ : Ik zoek DRINGEND een kamer in Amsterdam voor 5 maanden vanaf februari . Please RT nd help a student 😭💯
822322040296259584	SaskiaBvR	RT @TomKleijnNL: Krantenkoppenfantasieloosheid bij twee kranten: https://t.co/5wh3sBzZzH	RT @TomKleijnNL : Krantenkoppenfantasieloosheid bij twee kranten : https://t.co/5wh3sBzZzH
822322041214746624	yasmiineect	RT @Menegalli02: Hoe dubbel kunnen mensen zijn?	RT @Menegalli02 : Hoe dubbel kunnen mensen zijn ?
822322041294491648	mirandastweets	Man verzet zich bij aanhouding https://t.co/TUbZArx4EK via @Politie	Man verzet zich bij aanhouding https://t.co/TUbZArx4EK via @Politie
822322045421633537	newzr_nl	Nu Obama vertrekt, is aanval op DC geopend https://t.co/8yk6WkFoT9	Nu Obama vertrekt , is aanval op DC geopend https://t.co/8yk6WkFoT9
822322046919065600	zomermakelaars	WAT IS MIJN HUIS WAARD? Vraag nu een gratis waardebepaling aan via:... https://t.co/tl9wI7A1YZ	WAT IS MIJN HUIS WAARD ? Vraag nu een gratis waardebepaling aan via :... https://t.co/tl9wI7A1YZ
822322049813073920	Nafta78	@RobertKnijff @CvanBrenk Retoriek:"from the river to the sea palestine will be free", leeft het gedachtegoed van Haj Amin al-Husseini nog.	@RobertKnijff @CvanBrenk Retoriek :" from the river to the sea palestine will be free ", leeft het gedachtegoed van Haj Amin al-Husseini nog .
822322049079091200	112Barneveld	Grote politiecontrole bij het Hulpverleningscentrum in Barneveld https://t.co/bDcDIpiEG0 #112Nieuws https://t.co/TqrTeW4WH6	Grote politiecontrole bij het Hulpverleningscentrum in Barneveld https://t.co/bDcDIpiEG0 #112Nieuws https://t.co/TqrTeW4WH6
822322051511791616	Retweetfunctie	RT @ADnl: Tientallen gewonden, één dode nadat auto inrijdt op voetgangers Melbourne https://t.co/t6vdh2i6C3 https://t.co/H6UqfAE1ni	RT @ADnl : Tientallen gewonden , één dode nadat auto inrijdt op voetgangers Melbourne https://t.co/t6vdh2i6C3 https://t.co/H6UqfAE1ni
822322055009878017	JohanLuiks	RT @VDVeldeBoeken: Zaterdag komt Sybrand Buma langs in onze winkels in Leeuwarden (11-12) en Groningen Gr. Markt (14-15). Welkom!…	RT @VDVeldeBoeken : Zaterdag komt Sybrand Buma langs in onze winkels in Leeuwarden (11-12) en Groningen Gr . Markt (14-15). Welkom !…
822322057836756992	NLNieuwsAlert	telegraaf: Celebs protesten tegen Trump in New York https://t.co/XeDGvkuUWw #Trump https://t.co/XEn0Qa5Mem #NLNieuwsAlert	telegraaf : Celebs protesten tegen Trump in New York https://t.co/XeDGvkuUWw #Trump https://t.co/XEn0Qa5Mem #NLNieuwsAlert
822322059111862273	Uilenfreak	@rvandomselaar Lol, als het een mannetje was, dan Renderandy.. whaha	@rvandomselaar Lol , als het een mannetje was , dan Renderandy .. whaha
822322061582311425	BlonkJeroen	RT @PierreSpaninks: #ZZP'ers en hun opdrachtgevers krijgen weer post van Wiebes https://t.co/uR3vm6gjZo	RT @PierreSpaninks : #ZZP ' ers en hun opdrachtgevers krijgen weer post van Wiebes https://t.co/uR3vm6gjZo
822322061611651073	gueriri4	Mijn alles❤	Mijn alles ❤
822322063813709825	NumoQuest	@DeRavissante Goodmorning Girl, hoe is de nacht voor jou gelopen of..... voorbijgekropen? xxxx	@DeRavissante Goodmorning Girl , hoe is de nacht voor jou gelopen of ..... voorbijgekropen ? xxxx
822322065206194177	hansgldnl	Herinnert u zich deze nog? Het Gelders Archief zette 9800 oude dia's uit Arnhem op internet. https://t.co/MPV5TRA9qv https://t.co/3ovfEN7SUd	Herinnert u zich deze nog ? Het Gelders Archief zette 9800 oude dia's uit Arnhem op internet . https://t.co/MPV5TRA9qv https://t.co/3ovfEN7SUd
822322067127140352	riwkadelcanho	@bjvdb #delenishelen mooi:) De Dagwacht - Sterven doe je alleen, rouwen ook - Babs van den Bergh https://t.co/BC4xw09qey via @nporadio1	@bjvdb #delenishelen mooi :) De Dagwacht - Sterven doe je alleen , rouwen ook - Babs van den Bergh https://t.co/BC4xw09qey via @nporadio1
822322068381237249	JHaxelmans	RT @scoutrombouts: ik haat u echt zo fkkng hard	RT @scoutrombouts : ik haat u echt zo fkkng hard
822322069522161664	silkexunagize	Ik heb een video toegevoegd aan een @YouTube-afspeellijst: https://t.co/daJAJ3RQY8 Jacob Sartorius - Last Text (Official Music Video)	Ik heb een video toegevoegd aan een @YouTube - afspeellijst : https://t.co/daJAJ3RQY8 Jacob Sartorius - Last Text ( Official Music Video )
822322070105169921	sunny55	Braziliaanse rechter Petrobras-onderzoek omgekomen bij vliegtuigcrash https://t.co/kqJ1PKXyDB via @NOS	Braziliaanse rechter Petrobras-onderzoek omgekomen bij vliegtuigcrash https://t.co/kqJ1PKXyDB via @NOS
822322072302985216	RiaBurgers	@AnneStrik @AtelierMJT Gaaf!! ze zijn echt heel leuk!!	@AnneStrik @AtelierMJT Gaaf !! ze zijn echt heel leuk !!
822322074047770624	WitMarjolein	RT @blauwaventurijn: Leerlingen #ontdekken het #lichaam met de #knapkist. #beebot #qrcodes #meervoudigeintelligentie #groep4 https://t.co/3…	RT @blauwaventurijn : Leerlingen #ontdekken het #lichaam met de #knapkist . #beebot #qrcodes #meervoudigeintelligentie #groep4 https://t.co/3 …
822322076220436480	jansseunemarin	RT @louis_vanpoucke: Geen respect voor mensen zoals De Gelder, kinderen die nog een toekomst hebben zo genadeloos vermoorden. Rotzak.	RT @louis_vanpoucke : Geen respect voor mensen zoals De Gelder , kinderen die nog een toekomst hebben zo genadeloos vermoorden . Rotzak .
822322078137217024	_woerden	Bodegravers starten avontuur Navigate North https://t.co/LTVCphh5HM Twee teams uit #Bodegraven zijn gisteren gestart met het Navigate Nort…	Bodegravers starten avontuur Navigate North https://t.co/LTVCphh5HM Twee teams uit #Bodegraven zijn gisteren gestart met het Navigate Nort …
822322078376337408	1001ptsNL	Wouter Bos bepleit winstplafond voor farmabedrijven (fd.nl) https://t.co/LBDyjU9YzC	Wouter Bos bepleit winstplafond voor farmabedrijven ( fd . nl ) https://t.co/LBDyjU9YzC
822322078686715906	laura_reynaert	RT @elineadalla9: Ik ben geen meisje dan denk ik 🤢 https://t.co/kjcVCSPWWS	RT @elineadalla9 : Ik ben geen meisje dan denk ik 🤢 https://t.co/kjcVCSPWWS
822322080326615041	newzr_nl	Trump landt met militair vliegtuig in Washington &#039;om het moeras te dempen&#039; https://t.co/bswmrLvJj9	Trump landt met militair vliegtuig in Washington & #039 ; om het moeras te dempen & #039 ; https://t.co/bswmrLvJj9
822322081387773953	rijnmond24	In gesprek over ‘zin en onzin’ van de Rotterdamse Tegenprestatie - https://t.co/oBqFgEQZ0u	In gesprek over ‘ zin en onzin ’ van de Rotterdamse Tegenprestatie - https://t.co/oBqFgEQZ0u
822322085066199042	nvancutsem	RT @Kimmemie1985: Technisch aangelegd? Check dan zeker onderstaande vacature in een leuke firma te Drogenbos. https://t.co/xvYzwNiavK https…	RT @Kimmemie1985 : Technisch aangelegd ? Check dan zeker onderstaande vacature in een leuke firma te Drogenbos . https://t.co/xvYzwNiavK https …
822322087909957632	PhaedraV01	RT @HailRainSun: Geen Capri-Sun meer in huis 😪#ergerdanTrump	RT @HailRainSun : Geen Capri-Sun meer in huis 😪 #ergerdanTrump
822322088526520323	PhaedraV01	RT @kiarajacobs: Rillingen, rillingen en nog eens rillingen ... #Kroongetuigen	RT @kiarajacobs : Rillingen , rillingen en nog eens rillingen ... #Kroongetuigen
822322088652382208	RandomKimK	@dankyre Ik this is ver late but RIP DANIEL!!!!!	@dankyre Ik this is ver late but RIP DANIEL !!!!!
822322088753000448	EHW_Niedeveld	RT @Omdenken: Christiaan vond een manier om het tienminutengesprek ook voor leerlingen waardevol te maken: https://t.co/PpihcmrZ8G https://…	RT @Omdenken : Christiaan vond een manier om het tienminutengesprek ook voor leerlingen waardevol te maken : https://t.co/PpihcmrZ8G https:// …
822322089323413504	meli6663	RT @Enzoknol: Vandaag om 17:00 een extra video online!	RT @Enzoknol : Vandaag om 17:00 een extra video online !
822322091043102727	ta_region3	RT @JonydeFeijter: @esmeecjl @ta_region3 @Mj74Janssen @linda_jong @DemiNijssen @korinab27 @DeniceLeemans @AlmeidaHkm zo goed bezig shero #…	RT @JonydeFeijter : @esmeecjl @ta_region3 @Mj74Janssen @linda_jong @DemiNijssen @korinab27 @DeniceLeemans @AlmeidaHkm zo goed bezig shero #…
822322091684831232	Henkmuis16	RT @RTLZ: Begin toch gewoon met de omslag naar duurzaam, er valt 12.000.000.000.000 mee te verdienen, schrijft @BREAKINGSWEEP…	RT @RTLZ : Begin toch gewoon met de omslag naar duurzaam , er valt 12.000.000.000.000 mee te verdienen , schrijft @BREAKINGSWEEP …
822322093068910598	NS_online	@joost_vlugt Ai, jammer om te vernemen. Hoeveel treindelen zijn er uiteindelijk? ^SE	@joost_vlugt Ai , jammer om te vernemen . Hoeveel treindelen zijn er uiteindelijk ? ^ SE
822322094876700676	amberthesizzler	@Life_th0ught ik ga volgen 😙	@Life_th0ught ik ga volgen 😙
822322094948032513	Caro_Geurtsen	Ik heb een video toegevoegd aan een @YouTube-afspeellijst: https://t.co/h5VZMQON48 Nick Cave - To Be By Your Side	Ik heb een video toegevoegd aan een @YouTube - afspeellijst : https://t.co/h5VZMQON48 Nick Cave - To Be By Your Side
822322095744946178	sanderringenald	Wie op mij gestemd heeft graag even een retweet of een hartje of allebei voor mensen van Facebook druk even op vind ik leuk	Wie op mij gestemd heeft graag even een retweet of een hartje of allebei voor mensen van Facebook druk even op vind ik leuk
822322095988146176	laugh4laderrick	@ForeverQuincyKb ik u seen my dm	@ForeverQuincyKb ik u seen my dm
822322096185323520	rosesfornjh	moest een half uur geleden mn bed al uit maar lig nog steeds in bed 😴😴	moest een half uur geleden mn bed al uit maar lig nog steeds in bed 😴😴
822322096588005379	meli6663	RT @DylanPeys: Oeps vergeten uit te stappen bij het goede station.. ben nu 31km van huis 😄😄👍🏼👍🏼	RT @DylanPeys : Oeps vergeten uit te stappen bij het goede station .. ben nu 31 km van huis 😄😄👍🏼👍🏼
822322098794151938	RolandDorrestij	@floortjedessing en zo is het!	@floortjedessing en zo is het !
822322101419839489	wolvenne	As hogedruk trekt noordelijker dus wij in koudere nachten.	As hogedruk trekt noordelijker dus wij in koudere nachten .
822322101243625472	DagelijksCM	RT @bol_com_games: Vandaag geven wij closed-beta keys weg voor #ForHonor die loopt 26-29 jan. Interesse in? https://t.co/lQWridrY1h	RT @bol_com_games : Vandaag geven wij closed-beta keys weg voor #ForHonor die loopt 26-29 jan . Interesse in ? https://t.co/lQWridrY1h
822322104364171264	birdutterance	De wereld van de traditie van wraak. De wereld van de doodstil vaststaande feiten onder dreiging van de dood. https://t.co/9u0fPQg2hk	De wereld van de traditie van wraak . De wereld van de doodstil vaststaande feiten onder dreiging van de dood . https://t.co/9u0fPQg2hk
822322106532626432	Oriental__Beat	Die presidenten in Afrika zijn altijd van die weldoorvoede Afrikanen met dikke koppen, i.t.t. de bevolking zelf. Gambia.	Die presidenten in Afrika zijn altijd van die weldoorvoede Afrikanen met dikke koppen , i.t.t. de bevolking zelf . Gambia .
822322107715440644	henk_ram	Brussel moet het makkelijker maken om asielzoekers uit te zetten https://t.co/ctopEEn4ha https://t.co/5uGuOAkcW5 via @telegraaf	Brussel moet het makkelijker maken om asielzoekers uit te zetten https://t.co/ctopEEn4ha https://t.co/5uGuOAkcW5 via @telegraaf
822322109443514368	nieuwsuitassen	Record aantal inschrijvingen Dutch Open #Darts Bonte Wever Assen https://t.co/kkUlynIwQv #diversensport #nieuws	Record aantal inschrijvingen Dutch Open #Darts Bonte Wever Assen https://t.co/kkUlynIwQv #diversensport #nieuws
822322110827630592	aafkevultink	Vanillevla zonder kleurstoffen?? Dan zou ie wit zijn, Campina....	Vanillevla zonder kleurstoffen ?? Dan zou ie wit zijn , Campina ....
822322111423229952	mfinoulst	Hallo #Parlement #Kamer. Op andere werkplekken is er ook geen alcohol. Doe mee aan #tournéeminérale https://t.co/nk5hYzxjXs	Hallo #Parlement #Kamer . Op andere werkplekken is er ook geen alcohol . Doe mee aan #tournéeminérale https://t.co/nk5hYzxjXs
822322111943352320	CarlaMarceliss1	RT @Tinekeceelen: Gedesillusioneerd, boos, verdrietig en vastbesloten dat dít niet Europa's nieuwe normaal mag worden. https://t.co/lL8CPOh…	RT @Tinekeceelen : Gedesillusioneerd , boos , verdrietig en vastbesloten dat dít niet Europa's nieuwe normaal mag worden . https://t.co/lL8CPOh …
822322119560204288	RonnieAmsterdam	RT @NLmarianne: "Rotterdam paait fietsliefhebber met gratis lucht" Leuk idee ikv #duurzaamheid: "Lelystad geeft lucht" aan #fietsers https:…	RT @NLmarianne : " Rotterdam paait fietsliefhebber met gratis lucht " Leuk idee ikv #duurzaamheid : " Lelystad geeft lucht " aan #fietsers https: …
822322120059338754	BrandNed20	Grote uitslaande brand in loods met bubbelbaden (1Limburg), zie https://t.co/MTT3WeoHrd #brand	Grote uitslaande brand in loods met bubbelbaden (1 Limburg ), zie https://t.co/MTT3WeoHrd #brand
822322120554266624	CarlaMarceliss1	RT @Tinekeceelen: De ontmenselijking van de mensen die zó al maanden wonen, dat is nog wel het moeilijkst om te zien.... https://t.co/mu8kb…	RT @Tinekeceelen : De ontmenselijking van de mensen die zó al maanden wonen , dat is nog wel het moeilijkst om te zien .... https://t.co/mu8kb …
822322120902385664	RedegeldE	RT @serverloos: Volgende week is het zover. De #NOT2017 waar we onze #LiveSCHOOL 3.1 laten zien en ervaren. Geen aangepaste... https://t.co…	RT @serverloos : Volgende week is het zover . De #NOT2017 waar we onze #LiveSCHOOL 3.1 laten zien en ervaren . Geen aangepaste ... https://t.co …
822322120902393860	Steffi_DC	RT @Emungovic: Ondertussen is het bijna februari en er is nog steeds geen spitsbroers op vtm 😯	RT @Emungovic : Ondertussen is het bijna februari en er is nog steeds geen spitsbroers op vtm 😯
822322123456663555	DreigingNL	#BREAKING auto rijdt bewust in op voetgangers in #Melbourne. Zeker 3 doden en vele gewonden. https://t.co/PdDWAbO0vB	#BREAKING auto rijdt bewust in op voetgangers in #Melbourne . Zeker 3 doden en vele gewonden . https://t.co/PdDWAbO0vB
822322124257775618	newzr_nl	Trump-blog - Beoogde minister Financiën verzweeg 100 miljoen aan bezittingen https://t.co/NAsMG5wDyi	Trump-blog - Beoogde minister Financiën verzweeg 100 miljoen aan bezittingen https://t.co/NAsMG5wDyi
822322124807208960	197winstonsmith	RT @Krapuul: 20 januari, Amsterdam: protest “Stop de haat! Samen tegen Trump en Wilders!” - | Krapuul https://t.co/Wk5v5j5qeH	RT @Krapuul : 20 januari , Amsterdam : protest “ Stop de haat ! Samen tegen Trump en Wilders !” - | Krapuul https://t.co/Wk5v5j5qeH
822322125025333248	wordrecruiter	@JochenBes dank je wel voor het delen. Je bent veel bezig met de verwachtingen. Wat is jouw visie voor de toekomst?	@JochenBes dank je wel voor het delen . Je bent veel bezig met de verwachtingen . Wat is jouw visie voor de toekomst ?
822322125507702787	Thomas27alk	@rozeaapjes dank je jij ook een mooie dag	@rozeaapjes dank je jij ook een mooie dag
822322126006800385	FloriadeAlmere	@Kanteldenker Goedemorgen Marcel! Mooi compliment voor Paul. Hij gaat echter niet 'een Floriade doen'. Die maak je immers met elkaar.	@Kanteldenker Goedemorgen Marcel ! Mooi compliment voor Paul . Hij gaat echter niet ' een Floriade doen '. Die maak je immers met elkaar .
822322129681059841	femke_debruyn	RT @jadevangelder: MA KOMAAN IK WIL ECHT MEGA GRAAG EEN PUPPY	RT @jadevangelder : MA KOMAAN IK WIL ECHT MEGA GRAAG EEN PUPPY
822322132252172288	silkexunagize	Ik heb een video toegevoegd aan een @YouTube-afspeellijst: https://t.co/fitf53kXfC Jacob Sartorius - All My Friends (Official Music	Ik heb een video toegevoegd aan een @YouTube - afspeellijst : https://t.co/fitf53kXfC Jacob Sartorius - All My Friends ( Official Music
822322132289875969	astridapeldoorn	@SabineDorsek nog steeds wennen dat de ah niet meer een paar stappen weg is 😜	@SabineDorsek nog steeds wennen dat de ah niet meer een paar stappen weg is 😜
822322132373803008	AnnemiekePUURST	De nieuwe definitie van succes - Puurst Ondernemersacademie https://t.co/dTcS9nbZgI	De nieuwe definitie van succes - Puurst Ondernemersacademie https://t.co/dTcS9nbZgI
822322133061668866	Supercan456	Ik vind een @YouTube-video van @karma_charger leuk: https://t.co/ATsFEOdVIZ Workshop Item Demonstration: Pharaoh's Fanciest	Ik vind een @YouTube - video van @karma_charger leuk : https://t.co/ATsFEOdVIZ Workshop Item Demonstration : Pharaoh's Fanciest
822322133460074496	c_hekkink	@Rijkswaterstaat auto op de vluchtstrook A1 ri A'dam hmp 82.7	@Rijkswaterstaat auto op de vluchtstrook A1 ri A'dam hmp 82.7
822322130779979777	MonarchieBe	Bedankt voor uw verjaardagswensen - Merci pour vos vœux d'anniversaire - Thank you for your birthday wishes !… https://t.co/1bBtsdfuyY	Bedankt voor uw verjaardagswensen - Merci pour vos vœux d'anniversaire - Thank you for your birthday wishes !… https://t.co/1bBtsdfuyY
822322133984382976	EefKooktZo	Banh Mi (Vietnamees broodje met gehaktballetjes) https://t.co/CHJ2I6oTOh on @bloglovin	Banh Mi ( Vietnamees broodje met gehaktballetjes ) https://t.co/CHJ2I6oTOh on @bloglovin
822322134676447232	HayagrivaHorse1	Het was weer een zeer geslaagde avond met veel leuke vragen en positieve discussies, dankjewel dames! Leek deze... https://t.co/vv384r4jUd	Het was weer een zeer geslaagde avond met veel leuke vragen en positieve discussies , dankjewel dames ! Leek deze ... https://t.co/vv384r4jUd
822322135095873536	CarlaMarceliss1	RT @Tinekeceelen: De enige 'douche'. De vluchtelingen zijn vuil, ruiken naar olie, afval en vuur, wat wil je onder deze omstandigheden http…	RT @Tinekeceelen : De enige ' douche '. De vluchtelingen zijn vuil , ruiken naar olie , afval en vuur , wat wil je onder deze omstandigheden http …
822322136110878721	YerusalemIsArab	RT @StephanvBaarle: Vandaag gaat DENK in 20 steden de straat op! #ikstemDENK https://t.co/sPs0ApZVpE	RT @StephanvBaarle : Vandaag gaat DENK in 20 steden de straat op ! #ikstemDENK https://t.co/sPs0ApZVpE
822322136475836417	M_SCHERPEREEL	RT @jonahparme: Fuck de winter ket der heel me gehad!	RT @jonahparme : Fuck de winter ket der heel me gehad !
822322136782016512	minsaperry	website maken amsterdam Wij bieden de beste diensten hier, zult u blij zijn via dit platform en na het https://t.co/HC2cnrdlCn	website maken amsterdam Wij bieden de beste diensten hier , zult u blij zijn via dit platform en na het https://t.co/HC2cnrdlCn
822322138765922305	JamyIsSoAwesome	@G_note01 soms '-' mag toch 🌚 \|/🔪 /\	@G_note01 soms '-' mag toch 🌚 \|/🔪 /\
822322142918283268	RachelvdGreef	RT @omroepbrabant: Gedeputeerde Bert Pauli: ‘Brabant doet het fantastisch, economische groei in 2016 was 2,5 procent ’ https://t.co/E25KWRH…	RT @omroepbrabant : Gedeputeerde Bert Pauli : ‘ Brabant doet het fantastisch , economische groei in 2016 was 2,5 procent ’ https://t.co/E25KWRH …
822322143585124353	BeyensMartin	RT @kvkofficieel: RT als je de Veekaa steunt in de DERBY komende zaterdag. #kvkzwa #COYR https://t.co/MlYReiEY6W	RT @kvkofficieel : RT als je de Veekaa steunt in de DERBY komende zaterdag . #kvkzwa #COYR https://t.co/MlYReiEY6W
822322147821355009	geerie_peerie	@DjamilaTweets Omg je liedje zit nu al bijna in Mn hoofd echt superleuk!!!😍😍💙💙💙🎉🎉	@DjamilaTweets Omg je liedje zit nu al bijna in Mn hoofd echt superleuk !!!😍😍💙💙💙🎉🎉
822322149637570560	theaency	Theaternieuws van de dag https://t.co/3RXqBVK6HU	Theaternieuws van de dag https://t.co/3RXqBVK6HU
822322149708812290	KatjaTorbijn	@Rijkswaterstaat Waarom zijn de spitsstroken op de #A27 gesloten? Ook op vrijdag zijn ze nodig hoor!☺ #file	@Rijkswaterstaat Waarom zijn de spitsstroken op de #A27 gesloten ? Ook op vrijdag zijn ze nodig hoor !☺ #file
822322152934293504	newzr_nl	De dag van Trump in één graphic https://t.co/zjTXh6293F	De dag van Trump in één graphic https://t.co/zjTXh6293F
822322153332740097	silkexunagize	Ik heb een video toegevoegd aan een @YouTube-afspeellijst: https://t.co/LTFa1eikMn Jacob Sartorius - Hit or Miss (Official Music	Ik heb een video toegevoegd aan een @YouTube - afspeellijst : https://t.co/LTFa1eikMn Jacob Sartorius - Hit or Miss ( Official Music
822322157262815233	ricksmam	@Spira49 goedemorgen han fijne dag	@Spira49 goedemorgen han fijne dag
822322159049576450	ItsaJana	@Joshuartje @SnippeAnouk tis toch zo.	@Joshuartje @SnippeAnouk tis toch zo .
822322161427697664	jesuismadbwoy	Al die uitspraken over smib, we weten allemaal dat die internet zeikerds bestaan in dit land. Maar dat soort mensen noem ik irrelevant #dwdd	Al die uitspraken over smib , we weten allemaal dat die internet zeikerds bestaan in dit land . Maar dat soort mensen noem ik irrelevant #dwdd
822322164237934592	vandevyverrzoe	RT @Julieex2001: Tiny boekjes waren echt het leven vroeger https://t.co/1jXM2QzfAX	RT @Julieex2001 : Tiny boekjes waren echt het leven vroeger https://t.co/1jXM2QzfAX
822322166163083265	gouda_nieuws	Bodegravers starten avontuur Navigate North Twee teams uit #Bodegraven zijn gisteren gestart met het Navigate Nort… https://t.co/8LrVQna9J8	Bodegravers starten avontuur Navigate North Twee teams uit #Bodegraven zijn gisteren gestart met het Navigate Nort … https://t.co/8LrVQna9J8
822322166045642752	Frenky_says	RT @smokey_goodness: Ook voor kloot de boeuf grillée bent u bij ons aan het juiste adres :) #daretodine https://t.co/glrs5gnKh6	RT @smokey_goodness : Ook voor kloot de boeuf grillée bent u bij ons aan het juiste adres :) #daretodine https://t.co/glrs5gnKh6
822322166284718080	erictummers	Workout Free en alweer 6.29 km erbij op de @loopmaatjes #loverunning #iSmoothRun	Workout Free en alweer 6.29 km erbij op de @loopmaatjes #loverunning #iSmoothRun
822322165710102530	olafmolenaar	Bij de stuw in Voorst #achterhoek #voorst #waterschap https://t.co/iS7UU6ufLG https://t.co/B5w4jltPwK	Bij de stuw in Voorst #achterhoek #voorst #waterschap https://t.co/iS7UU6ufLG https://t.co/B5w4jltPwK
822322168113471488	Gerrypoes	RT @Martinbosma_pvv: Oordopjes voor linkse mensen. Past goed bij hun oogkleppen. https://t.co/oHduxkyJtC	RT @Martinbosma_pvv : Oordopjes voor linkse mensen . Past goed bij hun oogkleppen . https://t.co/oHduxkyJtC
822322174107078656	Fidelio_is_weer	@MdotSites @vlbelang @chrisjanssensVB Denk je ? https://t.co/7zkGp6tpZq	@MdotSites @vlbelang @chrisjanssensVB Denk je ? https://t.co/7zkGp6tpZq
822322175336071170	bjornpoelman1	RT @HalvevanErmelo: Voorbereidingen voor HME2017 in volle gang. Nieuw bestuur en 5 afstandssponsoren: @OnderweegsGroot @RaboRandmeren…	RT @HalvevanErmelo : Voorbereidingen voor HME 2017 in volle gang . Nieuw bestuur en 5 afstandssponsoren : @OnderweegsGroot @RaboRandmeren …
822322176195903488	InekeVonk	@Earhaan Goedemorgrn lief, gebeurt ja. Toch een goeie dag vandaag.	@Earhaan Goedemorgrn lief , gebeurt ja . Toch een goeie dag vandaag .
822322175558369283	silkexunagize	Ik heb een video toegevoegd aan een @YouTube-afspeellijst: https://t.co/WN1G0mheR7 Jacob Sartorius - Sweatshirt (Official Music Video)	Ik heb een video toegevoegd aan een @YouTube - afspeellijst : https://t.co/WN1G0mheR7 Jacob Sartorius - Sweatshirt ( Official Music Video )
822322174568448000	PuffinGouda	Een goeie... (© AD) https://t.co/uvZsJOBH56	Een goeie ... (© AD ) https://t.co/uvZsJOBH56
822322178066509825	JosValentijn52	RT @RaboHeerenveen: Vanavond het laatste diner Samen aan Tafel @Thialf. Waardevolle ideeën ontvangen hoe #Rabobank kan bijdragen in de…	RT @RaboHeerenveen : Vanavond het laatste diner Samen aan Tafel @Thialf . Waardevolle ideeën ontvangen hoe #Rabobank kan bijdragen in de …
822322178850897920	KVerschoot	@PieterCappelle @TessaVerschoot Geen last van piraten ier in Brussel 😆	@PieterCappelle @TessaVerschoot Geen last van piraten ier in Brussel 😆
822322179161194496	LauwersJana	RT @Julieex2001: Tiny boekjes waren echt het leven vroeger https://t.co/1jXM2QzfAX	RT @Julieex2001 : Tiny boekjes waren echt het leven vroeger https://t.co/1jXM2QzfAX
822322179777839104	PhaedraV01	@HailRainSun dankjewel!!! Da's super lief!! Heb jij examen vandaag? Anders ook heeeel veel succes!! X	@HailRainSun dankjewel !!! Da's super lief !! Heb jij examen vandaag ? Anders ook heeeel veel succes !! X
822322180927041536	nieuwsdagen	TeleVisie Valentijn Driessen: Frankrijk past Depay beter https://t.co/OmoIT0yZaQ	TeleVisie Valentijn Driessen : Frankrijk past Depay beter https://t.co/OmoIT0yZaQ
822322181124173824	rogerbruyns	RT @Ilse_Degreef: Kan niet laten. One for the root 🥕 Kinderen zijn onze hoop. 🕊 Mightynighty 😂 https://t.co/r0DDCoqfJR	RT @Ilse_Degreef : Kan niet laten . One for the root 🥕 Kinderen zijn onze hoop . 🕊 Mightynighty 😂 https://t.co/r0DDCoqfJR
822322181405229060	liv_laing	Ik stress nu maar weet welke toekomst mij te wachten staat 😊 https://t.co/TlfSmVWSKX	Ik stress nu maar weet welke toekomst mij te wachten staat 😊 https://t.co/TlfSmVWSKX
822322183791751168	xo_BeUrSelfffxx	Carnaval 2017 is een feitt 😜🎉	Carnaval 2017 is een feitt 😜🎉
822322185595301889	GWOOLMORE	Smelt: zo mooi kan de liefde van een vader zijn! https://t.co/69X5FVkUHp	Smelt : zo mooi kan de liefde van een vader zijn ! https://t.co/69X5FVkUHp
822322186119585793	beawem_bea	RT @RTLnieuws: Auto rijdt in op voetgangers Melbourne: zeker drie doden https://t.co/1YKQDxuDi2 https://t.co/BKOhrvfE55	RT @RTLnieuws : Auto rijdt in op voetgangers Melbourne : zeker drie doden https://t.co/1YKQDxuDi2 https://t.co/BKOhrvfE55
822322187277172737	newzr_nl	Frans lied over aanslag Istanbul zet kwaad bloed: &#039;39 doden, nou en?&#039; https://t.co/lMbVEDcsuo	Frans lied over aanslag Istanbul zet kwaad bloed : & #039 ;39 doden , nou en ?& #039 ; https://t.co/lMbVEDcsuo
