823319335183773696	WeerInVeendam	Temp -2,8°C Gevoel:-5,5°C. Min -3,0°C Max -2,8°C. Wind 1,1 km/uur Z Luchtdr. 1008,6 mb. #Veendam	Temp -2,8°C Gevoel :-5,5°C. Min -3,0°C Max -2,8°C. Wind 1,1 km / uur Z Luchtdr . 1008,6 mb . #Veendam
823332049469767680	sabastiaansmit	Ik vind een @YouTube-video van @noahdaprototype leuk: https://t.co/K94kIbYIhP "Comatose" - Lexii Raiinbow & Laugh While You Can LYRIC	Ik vind een @YouTube - video van @noahdaprototype leuk : https://t.co/K94kIbYIhP " Comatose " - Lexii Raiinbow & Laugh While You Can LYRIC
823332049692016648	pbartels7	Te Dom voor Woorden ! 😢 https://t.co/4Mj6c7Sglk	Te Dom voor Woorden ! 😢 https://t.co/4Mj6c7Sglk
823332050921029632	StefanCharon24	Ik vind een @YouTube-video van @eustace_pharmer leuk: https://t.co/NxNMjoxTT3 COLDBOROUGH PARK FARM SPECIAL UPDATE SNEEK PREVIEW	Ik vind een @YouTube - video van @eustace_pharmer leuk : https://t.co/NxNMjoxTT3 COLDBOROUGH PARK FARM SPECIAL UPDATE SNEEK PREVIEW
823332052980367362	RotterdamAlarm	a1 ambu 17104 mathenesserlaanhl rotterdam rottdm bon 8173 Ambulance met spoed naar Mathenesserlaan in Rotterdam	a1 ambu 17104 mathenesserlaanhl rotterdam rottdm bon 8173 Ambulance met spoed naar Mathenesserlaan in Rotterdam
823332054951690241	WerkDordrecht	Nieuwe #vacature op WerkDordrecht.nl: Digisource: Allround ICT Systeembeheerder (Buitendienst) https://t.co/tFvhsPjHi2 Wil jij een ICT baan	Nieuwe #vacature op WerkDordrecht . nl : Digisource : Allround ICT Systeembeheerder ( Buitendienst ) https://t.co/tFvhsPjHi2 Wil jij een ICT baan
823332056201564160	dwaalhaas	LoL na alle negatieve ongestrafte uitlatingen van #DENK over #PVDA > https://t.co/B9co9aNrJs > eisen ze nu geld van hun eigen"splintertjes"	LoL na alle negatieve ongestrafte uitlatingen van #DENK over #PVDA > https://t.co/B9co9aNrJs > eisen ze nu geld van hun eigen " splintertjes "
823332060060405762	rowenamusical	Ik vind een @YouTube-video leuk: https://t.co/WBtZLODdel Auditie TIPS - The Korvs	Ik vind een @YouTube - video leuk : https://t.co/WBtZLODdel Auditie TIPS - The Korvs
823332067647848452	fifthhappyx	onze #ExsAndOhs #BestCover #iHeartAwards	onze #ExsAndOhs #BestCover #iHeartAwards
823332069317156866	MeriemBx	@najimaaft @SamuelYPL als dat gebeurd , klaar zm	@najimaaft @SamuelYPL als dat gebeurd , klaar zm
823332070067994629	cfpjansen	RT @ArendSmilde: Vorige week gaf ik een gastcollege over #CSLewis voor de CHE: https://t.co/GZv27JKSfQ	RT @ArendSmilde : Vorige week gaf ik een gastcollege over #CSLewis voor de CHE : https://t.co/GZv27JKSfQ
823332079563919360	M4vi0x	RT @HeinvanDale1: Wat zou het mooi zijn een Nederland zonder islam. Zonder moskeeën, terreur, homohaat, vrouwenbesnijdenis. Een vr…	RT @HeinvanDale1 : Wat zou het mooi zijn een Nederland zonder islam . Zonder moskeeën , terreur , homohaat , vrouwenbesnijdenis . Een vr …
823332086862020609	manalhmae	@SamuelYPL link of quote? Die quote is zeker tof, als je jezelf niet trots kan maken wordt het moeilijk om tevreden te zijn denk ik	@SamuelYPL link of quote ? Die quote is zeker tof , als je jezelf niet trots kan maken wordt het moeilijk om tevreden te zijn denk ik
823332089680502790	vbsleen	RT @kitananowak: "Ik heb amper geleerd, ik ga buizen" *haalt 18/20* Zulke mensen verdienen echt kletsen	RT @kitananowak : " Ik heb amper geleerd , ik ga buizen " * haalt 18/20* Zulke mensen verdienen echt kletsen
823332089873448961	ogcracko	Ik vergas mezelf in bed	Ik vergas mezelf in bed
823332091857342464	GD180MVG	Ik vind een @YouTube-video van @heezerulesnl leuk: https://t.co/nVN4v6lKbD HET BESTE TEAM WAAR IK OOIT MEE GESPEELD HEB	Ik vind een @YouTube - video van @heezerulesnl leuk : https://t.co/nVN4v6lKbD HET BESTE TEAM WAAR IK OOIT MEE GESPEELD HEB
823332099226800128	ecatherinarous	RT @blvcklatin_: Ik eet frieten liever met mayonaise dan met ketchup (don't add me)	RT @blvcklatin_ : Ik eet frieten liever met mayonaise dan met ketchup ( don't add me )
823332102318026754	inestultjens	RT @FD_Nieuws: Auping wil bedden gaan leasen. https://t.co/riGxtLFZDB	RT @FD_Nieuws : Auping wil bedden gaan leasen . https://t.co/riGxtLFZDB
823332105895706624	Bree_fore	I miss you too Nij && ik 😭❤❤ https://t.co/58G1FYE4xL	I miss you too Nij && ik 😭❤❤ https://t.co/58G1FYE4xL
823332109582536704	trekinbami	Bjelica, Shabazz, Aldrich. Het is echt verschrikkelijk.	Bjelica , Shabazz , Aldrich . Het is echt verschrikkelijk .
823332114754142208	miniMODEBLOG	Een verschrikkelijke nachtmerrie over de jongste die bij opa en oma logeert. Pff.. en nu niet meer kunnen slapen.	Een verschrikkelijke nachtmerrie over de jongste die bij opa en oma logeert . Pff .. en nu niet meer kunnen slapen .
823332115211239425	Char272	@SamuelYPL eigenlijk komt het ook wel een beetje neer als stalken	@SamuelYPL eigenlijk komt het ook wel een beetje neer als stalken
823332116951863298	KoCoCounseling	Niet te filmen 😣 https://t.co/Jq6brZFIcD	Niet te filmen 😣 https://t.co/Jq6brZFIcD
823332120269561856	hsmiguel81	RT @GewoonRobbert: Neem je tijd om te genieten van de simpele dingen in het leven.	RT @GewoonRobbert : Neem je tijd om te genieten van de simpele dingen in het leven .
823332125504139264	tweakjur	@SamAlzahawi Ben speelt ook fantastisch. Kan een all time classic worden dit.	@SamAlzahawi Ben speelt ook fantastisch . Kan een all time classic worden dit .
823332130050674688	typicalfvngirl	@SamuelYPL ben wakker geworden omdat ik jou notificaties aan heb, mn telefoon ging de hele tijd af lol	@SamuelYPL ben wakker geworden omdat ik jou notificaties aan heb , mn telefoon ging de hele tijd af lol
823332133582368768	maxdegamerrr	Dit zijn vier woorden.	Dit zijn vier woorden .
823332134341476352	Suzamina	Eens https://t.co/0t2PXKZBO6	Eens https://t.co/0t2PXKZBO6
823332134723141632	xboxeeysi	@ZPPop1 Dat U genoeg verstand hebt om u op te werken via NOS. Dat is jouw verdienste, ik kom uit gezin van bezopen vader en gekraakte moeder	@ZPPop1 Dat U genoeg verstand hebt om u op te werken via NOS . Dat is jouw verdienste , ik kom uit gezin van bezopen vader en gekraakte moeder
823332135402606593	MeriemBx	@SamuelYPL wanneer ga je weer naar de kapper ?	@SamuelYPL wanneer ga je weer naar de kapper ?
823332135624994816	DutchKellie	Poging 2 om te gaan slapen, Goodnight!	Poging 2 om te gaan slapen , Goodnight !
823332136166060034	Eldorado_Radio	radio eldorado - nonstop uit appingedam draait nu : dorus - twee motten #hits #muziek	radio eldorado - nonstop uit appingedam draait nu : dorus - twee motten #hits #muziek
823332137592061952	StroopKonijn	RT @arjenlubach: Zondag met Lubach stelt Nederland voor aan @realDonaldTrump > https://t.co/dkbHneAmZK #zml	RT @arjenlubach : Zondag met Lubach stelt Nederland voor aan @realDonaldTrump > https://t.co/dkbHneAmZK #zml
823332141933203456	shanleroyx	RT @sexygeuze: Er zijn echt nog best veel mensen wakker	RT @sexygeuze : Er zijn echt nog best veel mensen wakker
823332147645845504	EgyptianRedpill	RT @seven__: @HuubBellemakers De organisator van #WomensMarch blijkt pro sharia. Zie tweet 1 https://t.co/xA2MSTivV1 en tweet 2 https://t.…	RT @seven__ : @HuubBellemakers De organisator van #WomensMarch blijkt pro sharia . Zie tweet 1 https://t.co/xA2MSTivV1 en tweet 2 https://t. …
823332150560911361	RadioVdaal	Geniet van de Veense avond bij Radio Veenendaal met Darren Hayes. https://t.co/hrxpzKskfb	Geniet van de Veense avond bij Radio Veenendaal met Darren Hayes . https://t.co/hrxpzKskfb
823332159071002625	OostvogelsWill	Weyts: “Als uitspraak wordt bevestigd, moeten we van 0 beginnen” https://t.co/eUlY3TOkEW go to hell Weyts hang yourself. Nazipsychopaat.	Weyts : “ Als uitspraak wordt bevestigd , moeten we van 0 beginnen ” https://t.co/eUlY3TOkEW go to hell Weyts hang yourself . Nazipsychopaat .
823332159335333888	LekkereQuotes	"Proberen jullie ook wel eens de worst uit het velletje te zuigen?" -Mike, 2017	" Proberen jullie ook wel eens de worst uit het velletje te zuigen ?" - Mike , 2017
823332161524813828	helaazpindakaas	Ik heb gene zak gedaan & dinsdag is examen tfoe	Ik heb gene zak gedaan & dinsdag is examen tfoe
823332170559352832	bootyroll	zo geregeld #spannend #contact om de hoek #geil #tdd https://t.co/xDtBOpncOB	zo geregeld #spannend #contact om de hoek #geil #tdd https://t.co/xDtBOpncOB
823332172354437122	badklasss	Gij gaat sws van die discussies me je bae hebben la... — Die moet eens proberen die gaat gewoon een klets kr... https://t.co/mjPtnFAL1f	Gij gaat sws van die discussies me je bae hebben la ... — Die moet eens proberen die gaat gewoon een klets kr ... https://t.co/mjPtnFAL1f
823332173356920832	nolheijerman	RT @NOS: Denk eist een schadevergoeding van Sylvana Simons, omdat zij zich kritisch heeft uitgelaten over de partij: https://t.co/HLBISvIljm	RT @NOS : Denk eist een schadevergoeding van Sylvana Simons , omdat zij zich kritisch heeft uitgelaten over de partij : https://t.co/HLBISvIljm
823332174422245376	maxdegamerrr	@Warre_ponnet @officialazeq eigenlijk wel	@Warre_ponnet @officialazeq eigenlijk wel
823332176024350720	cmfuentez	@Veldhorst__W diegene die jou tweetten waar ik op reageerde.	@Veldhorst__W diegene die jou tweetten waar ik op reageerde .
823332179489017858	vanhelden_ciska	@bartcemalfan @STROOMHASPELx oke waar woon je ik kom wel (nooit van me leven dan daar naar toe ben te bang voor je)😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😭😭😭😭😭😭😭	@bartcemalfan @STROOMHASPELx oke waar woon je ik kom wel ( nooit van me leven dan daar naar toe ben te bang voor je )😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😭😭😭😭😭😭😭
823332184337645569	dreoudman	Nieuwbouw in Oost-Jeruzalem na vertrek Obama. Ik zeg: Jaag #Israel weg! https://t.co/7FArIrJUSf via @volkskrant	Nieuwbouw in Oost-Jeruzalem na vertrek Obama . Ik zeg : Jaag #Israel weg ! https://t.co/7FArIrJUSf via @volkskrant
823332190905913346	keyanaanthone	@XhokliRinor waar zit gij gasje	@XhokliRinor waar zit gij gasje
823332194684809216	AshKetchumNED	Ben benieuwd wat Paul aan het doen is.	Ben benieuwd wat Paul aan het doen is .
823332196677259264	KoCoCounseling	RT @RozeWensouders: Op 17 februari allerlei informatie over roze ouderschap. Zoals over donoren, bekende donor of niet? https://t.co/BM6azz…	RT @RozeWensouders : Op 17 februari allerlei informatie over roze ouderschap . Zoals over donoren , bekende donor of niet ? https://t.co/BM6azz …
823332197159600128	P2000Live	A1 13190 Rit 9777 Krommenie Ruimtevaartlaan 1562BC 93 • January 23, 2017 at 01:37AM • #P2000 #LIVE #ALERT #FOLLOW #NEWS #NIEUWS #P	A1 13190 Rit 9777 Krommenie Ruimtevaartlaan 1562 BC 93 • January 23, 2017 at 01:37 AM • #P2000 #LIVE #ALERT #FOLLOW #NEWS #NIEUWS #P
823332197201543170	script_lady	RT @FleurAgemaPVV: De Vries in 2010 en De Vries vandaag... 🤔 https://t.co/NCiNxRRMsR	RT @FleurAgemaPVV : De Vries in 2010 en De Vries vandaag ... 🤔 https://t.co/NCiNxRRMsR
823332197889413120	Spijkenisbrug	De #spijkenisserbrug in #hoogvliet #spijkenisse is weer dicht. Zie https://t.co/n26mufJcwp #brugopen	De #spijkenisserbrug in #hoogvliet #spijkenisse is weer dicht . Zie https://t.co/n26mufJcwp #brugopen
823332196396257280	SlachtofferNL	Handhaaf het Burgerlijk Wetboek in #letselschade! #uwv @De_Monitor @ZEMBLA @dwdd @pauwnl @RTLnieuws @RTLLateNight… https://t.co/1wQrndueuI	Handhaaf het Burgerlijk Wetboek in #letselschade ! #uwv @De_Monitor @ZEMBLA @dwdd @pauwnl @RTLnieuws @RTLLateNight … https://t.co/1wQrndueuI
823332198468255745	MuseumWoubrugge	Kom eens kijken! : Woutje Brugge 1986 - De Woutje Brugge Playback Show van... https://t.co/mtWSc1Mowd	Kom eens kijken ! : Woutje Brugge 1986 - De Woutje Brugge Playback Show van ... https://t.co/mtWSc1Mowd
823332199013421057	OpenBrug	RT @Spijkenisbrug: De #spijkenisserbrug in #hoogvliet #spijkenisse is weer dicht. Zie https://t.co/n26mufJcwp #brugopen	RT @Spijkenisbrug : De #spijkenisserbrug in #hoogvliet #spijkenisse is weer dicht . Zie https://t.co/n26mufJcwp #brugopen
823332199650967552	P2000Live	A1 Pottenbakkersweg 2 3449HZ 2 Woerden • January 23, 2017 at 01:37AM • #P2000 #LIVE #ALERT #FOLLOW #NEWS #NIEUWS #P	A1 Pottenbakkersweg 2 3449 HZ 2 Woerden • January 23, 2017 at 01:37 AM • #P2000 #LIVE #ALERT #FOLLOW #NEWS #NIEUWS #P
823332200900857856	P2000Live	graag contact meldkamer • January 23, 2017 at 01:39AM • #P2000 #LIVE #ALERT #FOLLOW #NEWS #NIEUWS #P	graag contact meldkamer • January 23, 2017 at 01:39 AM • #P2000 #LIVE #ALERT #FOLLOW #NEWS #NIEUWS #P
823332201190293504	anigal_55	RT @CLogister: Hallo ik zit "hier" boven of ik een vogeltje zie 😁😁 https://t.co/dUevpdD2In	RT @CLogister : Hallo ik zit " hier " boven of ik een vogeltje zie 😁😁 https://t.co/dUevpdD2In
823332203673296896	Bluebravo20	Geen misselijk bedragen slechts " klein vergoeding" te vragen..#sylvanasimons #Denk zelf na! Dit Zijn rare Politiek spelletjes.. 40.000 euro	Geen misselijk bedragen slechts " klein vergoeding " te vragen .. #sylvanasimons #Denk zelf na ! Dit Zijn rare Politiek spelletjes .. 40.000 euro
823332203715301377	P2000Live	AGZ binnen, nieuwe melding staat klaar • January 23, 2017 at 01:41AM • #P2000 #LIVE #ALERT #FOLLOW #NEWS #NIEUWS #P	AGZ binnen , nieuwe melding staat klaar • January 23, 2017 at 01:41 AM • #P2000 #LIVE #ALERT #FOLLOW #NEWS #NIEUWS #P
823332206596784128	P2000Live	A2 5142NP 16 : Geerde 16 Waalwijk 6780 • January 23, 2017 at 01:45AM • #P2000 #LIVE #ALERT #FOLLOW #NEWS #NIEUWS #P	A2 5142 NP 16 : Geerde 16 Waalwijk 6780 • January 23, 2017 at 01:45 AM • #P2000 #LIVE #ALERT #FOLLOW #NEWS #NIEUWS #P
823332207758639105	P2000Live	A1 Pisuissestraat 135 DHG 2553BD Directe inzet 15126 Ritnr: 13427 • January 23, 2017 at 01:45AM • #P2000 #LIVE #ALERT #FOLLOW #NEWS #NIEUWS…	A1 Pisuissestraat 135 DHG 2553 BD Directe inzet 15126 Ritnr : 13427 • January 23, 2017 at 01:45 AM • #P2000 #LIVE #ALERT #FOLLOW #NEWS #NIEUWS …
823332210661093376	P2000Live	A2 Fugastraat 44 DHG 2553SR Directe inzet 15128 Ritnr: 13428 • January 23, 2017 at 01:47AM • #P2000 #LIVE #ALERT #FOLLOW #NEWS #NIEUWS #P	A2 Fugastraat 44 DHG 2553 SR Directe inzet 15128 Ritnr : 13428 • January 23, 2017 at 01:47 AM • #P2000 #LIVE #ALERT #FOLLOW #NEWS #NIEUWS #P
823332212825198592	HLN_BE	Vrouw wordt live op Facebook drie uur lang verkracht door drie mannen https://t.co/MqGA2nrgHv #hln https://t.co/KUPuqDIPCe	Vrouw wordt live op Facebook drie uur lang verkracht door drie mannen https://t.co/MqGA2nrgHv #hln https://t.co/KUPuqDIPCe
823332216621166592	P2000Live	A1 MMC F BG CCU Maatweg 3 3813TZ 3 Amersfoort • January 23, 2017 at 01:49AM • #P2000 #LIVE #ALERT #FOLLOW #NEWS #NIEUWS #P	A1 MMC F BG CCU Maatweg 3 3813 TZ 3 Amersfoort • January 23, 2017 at 01:49 AM • #P2000 #LIVE #ALERT #FOLLOW #NEWS #NIEUWS #P
823332218542182400	DoZeWhiskers	@creepersdie @EUAssassin ik u told me	@creepersdie @EUAssassin ik u told me
823332219217448960	CorienTesfaye	@shanleroyx @SamuelYPL @SHAZN4Y @loisvdijkhuizen don't worry, een stoep kan ook wonderen doen hoor	@shanleroyx @SamuelYPL @SHAZN4Y @loisvdijkhuizen don't worry , een stoep kan ook wonderen doen hoor
823332229539577856	Spetters599	RT @Zeepertje: Vrouwenmars - vrouwen marcheren tegen Trump en voor de sharia https://t.co/KFxJ64p1SD via @Fub_Fub	RT @Zeepertje : Vrouwenmars - vrouwen marcheren tegen Trump en voor de sharia https://t.co/KFxJ64p1SD via @Fub_Fub
823332230164606977	DSRNL	Gelukkig zet de #dooi in Kunnen de #hulpverleners zich weer inzetten voor de mensen die het echt nodig hebben. #OpNatIjs @KNSB #ZoHeurtHet	Gelukkig zet de #dooi in Kunnen de #hulpverleners zich weer inzetten voor de mensen die het echt nodig hebben . #OpNatIjs @KNSB #ZoHeurtHet
823332233872375809	William_058SWAG	@xBelieveee jij bent facking gay	@xBelieveee jij bent facking gay
823332237026463744	FredvanHeukelom	RT @Blondemevrouw1: Een kantelpunt komt niet zonder slag of stoot. Roerige tijden. De weerstand vanuit de elite en haar naïeve volgelingen…	RT @Blondemevrouw1 : Een kantelpunt komt niet zonder slag of stoot . Roerige tijden . De weerstand vanuit de elite en haar naïeve volgelingen …
823332237223534592	ahpvdb	Met jou hula om jou lyf en jou hoed op jou kop, speel daai kitaartjie en moet net nie stop https://t.co/q0Uq0CsVCQ	Met jou hula om jou lyf en jou hoed op jou kop , speel daai kitaartjie en moet net nie stop https://t.co/q0Uq0CsVCQ
823332241761796096	RoelfTurksema	@MGoedblick @wierdduk @willemand Het valt niet mee om een ander je wil op te leggen wanneer je geen geld hebt, ik zeg doen.	@MGoedblick @wierdduk @willemand Het valt niet mee om een ander je wil op te leggen wanneer je geen geld hebt , ik zeg doen .
823332241879212032	MuslimInEurope	RT @Convex_Kafka: Zou me niks verbazen als Geert binnenkort de 'Wilders groet' introduceert. #Hitler2	RT @Convex_Kafka : Zou me niks verbazen als Geert binnenkort de ' Wilders groet ' introduceert . #Hitler2
823332242508353536	xboxeeysi	@ZPPop1 ik heet erwin lemmens	@ZPPop1 ik heet erwin lemmens
823332242747518980	Hans_Martens	Erdogan-mentaliteit combineren met amerikaanse claimcultuur en Wilderiaanse (Trumpiaanse..) attitude en media-attentie. Zo rolt #denk.	Erdogan-mentaliteit combineren met amerikaanse claimcultuur en Wilderiaanse ( Trumpiaanse ..) attitude en media-attentie . Zo rolt #denk .
823332249022173186	_PineApple___	3e wereld oorlog! @AlexisAlarcon_ 😇😂 https://t.co/PDimF54XoX	3e wereld oorlog ! @AlexisAlarcon_ 😇😂 https://t.co/PDimF54XoX
823332251341639681	JosSwartjes_SP	Complete onzin Dre weer zo'n frame richting de derde weg je weet wel doorzetten neoliberalisme https://t.co/N4ppzQEnoc	Complete onzin Dre weer zo'n frame richting de derde weg je weet wel doorzetten neoliberalisme https://t.co/N4ppzQEnoc
823332253988229120	diegoalemanwolf	@ynnckgrs @HilariousRoasts relevant proberen te blijven is me toch wel wa ze	@ynnckgrs @HilariousRoasts relevant proberen te blijven is me toch wel wa ze
823332256504750080	Lucky13sansAn	Ik vind een @YouTube-video leuk: https://t.co/1aO32gZErP ORANG UTAN 1971 Orang Utan	Ik vind een @YouTube - video leuk : https://t.co/1aO32gZErP ORANG UTAN 1971 Orang Utan
823332261005295616	RegioDate	Kellie 29 jr. Oostende. Op zoek naar een gezellige man voor een of meer dates. https://t.co/bJMuvAPsD3	Kellie 29 jr . Oostende . Op zoek naar een gezellige man voor een of meer dates . https://t.co/bJMuvAPsD3
823332266436886528	timdb12345	Met de serie #DesignatedSurvivor begonnen. Wat een prachtige serie! Een echte aanrader. @NetflixNL	Met de serie #DesignatedSurvivor begonnen . Wat een prachtige serie ! Een echte aanrader . @NetflixNL
823332267820978178	flxcx	Omg ik las net dat pvv kkr erg voor staat doei nederland	Omg ik las net dat pvv kkr erg voor staat doei nederland
823332269205102592	bstehouwerx	@SamuelYPL @SHAZN4Y @loisvdijkhuizen met honkbal lukt t ook aardig snel😏 of dat kan aan mij liggen☺️	@SamuelYPL @SHAZN4Y @loisvdijkhuizen met honkbal lukt t ook aardig snel 😏 of dat kan aan mij liggen ☺️
823332272480907266	Speurlicht	RT @TVGidsNu: Nu op Nederland 2: Buitenhof (01:55 - 02:45)	RT @TVGidsNu : Nu op Nederland 2: Buitenhof (01:55 - 02:45)
823332272728342529	GulcanMn	@nathaliegors pfff kkan echt nimeer, feit dak over 6u en 40 min examen heb, kilt mij gewoon😩	@nathaliegors pfff kkan echt nimeer , feit dak over 6u en 40 min examen heb , kilt mij gewoon 😩
823332273131032577	FatimaElatik	RT @janbommerez: Beter om emoties niet weg te drukken. Ze verdwijnen niet maar verzuren... https://t.co/4lEffl3dB8 https://t.co/dnurfXYv1P	RT @janbommerez : Beter om emoties niet weg te drukken . Ze verdwijnen niet maar verzuren ... https://t.co/4lEffl3dB8 https://t.co/dnurfXYv1P
823332273068146690	prettyygirlbo	RT @Bree_fore: I miss you too Nij && ik 😭❤❤ https://t.co/58G1FYE4xL	RT @Bree_fore : I miss you too Nij && ik 😭❤❤ https://t.co/58G1FYE4xL
823332274087268352	cmfuentez	@Veldhorst__W en Jan Roos. Maar das een klapviool.	@Veldhorst__W en Jan Roos . Maar das een klapviool .
823332275500806148	rjrietveldt	RT @RTLnieuws: Voetballer Ryan Mason geopereerd aan schedelbreuk na botsing op veld https://t.co/PegLTkpT69 #CHEHUL https://t.co/7Ap5XycDuk	RT @RTLnieuws : Voetballer Ryan Mason geopereerd aan schedelbreuk na botsing op veld https://t.co/PegLTkpT69 #CHEHUL https://t.co/7Ap5XycDuk
823332278239633408	sophieousri	Wanneer ga je slapen vandaag — denk binnen nu en een aflevering van jane the virgin https://t.co/DE26NAxUzO	Wanneer ga je slapen vandaag — denk binnen nu en een aflevering van jane the virgin https://t.co/DE26NAxUzO
823332279359602689	vanhelden_ciska	@bartcemalfan @STROOMHASPELx maar niet heus 😂😂	@bartcemalfan @STROOMHASPELx maar niet heus 😂😂
823332283335655425	XXX_Shirly_XXX	Nee ook niet. https://t.co/NCd9j2QjDx	Nee ook niet . https://t.co/NCd9j2QjDx
823332285487398916	blvcklatin_	RT @koppgosling_: ptn int lager elke maandag je moest vertellen wat je deed in het weekend ik zei 1x kwas een dagje naar Canada geweest ptn…	RT @koppgosling_ : ptn int lager elke maandag je moest vertellen wat je deed in het weekend ik zei 1x kwas een dagje naar Canada geweest ptn …
823332290881351680	xxracheljh	@SamuelYPL dat is zeker waar !!	@SamuelYPL dat is zeker waar !!
823332291774586882	pro2rat	@rachshabi @Brian_Whit Deze Nuts #JustSayin	@rachshabi @Brian_Whit Deze Nuts #JustSayin
823332294295429120	SHAZN4Y	@SamuelYPL true, maar krijg minder snel zo'n body van	@SamuelYPL true , maar krijg minder snel zo'n body van
823332295176241152	lmjaguars96	RT @IJaubello: onze #WorkFromHome #BestMusicVideo #iHeartAwards	RT @IJaubello : onze #WorkFromHome #BestMusicVideo #iHeartAwards
823332297495707650	casinoknokke	Terugblik op het zondagsconcert in onze Magrittezaal.. https://t.co/ryU2aEfYC6	Terugblik op het zondagsconcert in onze Magrittezaal .. https://t.co/ryU2aEfYC6
823332301622939648	rjrietveldt	RT @RTLnieuws: Madonna: Opblazen Witte Huis was symbolisch https://t.co/tZg5z5Aj9A https://t.co/kYaammxTAF	RT @RTLnieuws : Madonna : Opblazen Witte Huis was symbolisch https://t.co/tZg5z5Aj9A https://t.co/kYaammxTAF
823332302122008576	faicalelhakim	RT @achahbarmo: Aan deze mevrouw uit #Bellegem die sylvana Simons uitlacht,je zou je moeten schamen,diep triest gewoon. https://t.co/yeG3AB…	RT @achahbarmo : Aan deze mevrouw uit #Bellegem die sylvana Simons uitlacht , je zou je moeten schamen , diep triest gewoon . https://t.co/yeG3AB …
823332314222563329	Rdraaitdoor	Nu voor u.. 't Is Over En Voorbij - Picobello ..hier bij https://t.co/IVO9UjPAmq	Nu voor u.. 't Is Over En Voorbij - Picobello .. hier bij https://t.co/IVO9UjPAmq
823332315812204553	ecatherinarous	RT @zakariaaaB: Neem je tijd maar verspil de mijne niet	RT @zakariaaaB : Neem je tijd maar verspil de mijne niet
823332320715358208	Svenman2	Maar zoek altijd de waarheid bij de gene waar je ruzie mee heb, en niet bij iemand anders	Maar zoek altijd de waarheid bij de gene waar je ruzie mee heb , en niet bij iemand anders
823332322007248898	bartcemalfan	@vanhelden_ciska @STROOMHASPELx N-N-NEE NIET K-KOMEN!!!! Hihi😈😏😁😂	@vanhelden_ciska @STROOMHASPELx N-N-NEE NIET K-KOMEN !!!! Hihi 😈😏😁😂
823332326562287616	oumardiallomaan	we gaan binnenkort wel games kopen hoor! maar dan moeten we wel de 12 abonees halen hè!!	we gaan binnenkort wel games kopen hoor ! maar dan moeten we wel de 12 abonees halen hè !!
823332333424144384	Dawn30The	https://t.co/bhDY64CEZN @LinkseN8merrie En hier tussen. Gelredome!	https://t.co/bhDY64CEZN @LinkseN8merrie En hier tussen . Gelredome !
823332337433870338	SamAlzahawi	@tweakjur Ja, erg lekker. Ik hoop het zo	@tweakjur Ja , erg lekker . Ik hoop het zo
823332337467461635	dreoudman	Het Witte Huis van USA deugt nu niet meer!	Het Witte Huis van USA deugt nu niet meer !
823332341611425792	CorienTesfaye	@shanleroyx @SamuelYPL @SHAZN4Y @loisvdijkhuizen het feit datje ademt al	@shanleroyx @SamuelYPL @SHAZN4Y @loisvdijkhuizen het feit datje ademt al
823332348133605376	svendeboer11	@harryvdmolen @sybrandbuma ik sta op de foto!	@harryvdmolen @sybrandbuma ik sta op de foto !
823332349089812480	IbtissamBenda	Ik ben gewoon zo? Ik ben zo die persoon die altijd zelf problemen zoekt en dan echt gewoon met hartkloppingen gaat slapen...	Ik ben gewoon zo ? Ik ben zo die persoon die altijd zelf problemen zoekt en dan echt gewoon met hartkloppingen gaat slapen ...
823332349903597568	PvdDEindhoven	RT @DeStoerderij: Dit weekend waren hier weer Tour de Stoer excursies. De ingrediënten: een oude schuur, de warme winterzon ... >>…	RT @DeStoerderij : Dit weekend waren hier weer Tour de Stoer excursies . De ingrediënten : een oude schuur , de warme winterzon ... >>…
823332351346409474	xboxeeysi	@ZPPop1 je kunt me ook opzoeken voor accoun ik ben niet anoniem	@ZPPop1 je kunt me ook opzoeken voor accoun ik ben niet anoniem
823332356392108032	PimKerkwijk	Hier mijn volledige draadje over #hetishierautistisch. TL;DR: prima 1e aflevering, maar alleen mannen, volgende kee… https://t.co/GSjUmAo1bv	Hier mijn volledige draadje over #hetishierautistisch . TL ; DR : prima 1e aflevering , maar alleen mannen , volgende kee … https://t.co/GSjUmAo1bv
823332364181000196	karinvandrunen1	@VoetbalInside Moet hij maar beter gaan spelen !😏😏😏	@VoetbalInside Moet hij maar beter gaan spelen !😏😏😏
823332366055854084	rjrietveldt	RT @RTLnieuws: Het werk kan beginnen: de stafleden van Trump zijn beëdigd. Video: https://t.co/cPtpH5kMwd https://t.co/igYSlPr3uB	RT @RTLnieuws : Het werk kan beginnen : de stafleden van Trump zijn beëdigd . Video : https://t.co/cPtpH5kMwd https://t.co/igYSlPr3uB
823332368295624706	Purposeofdreams	Onze #BestFanArmy #iHeartAwards #Beliebers https://t.co/KeIdIH5SBh	Onze #BestFanArmy #iHeartAwards #Beliebers https://t.co/KeIdIH5SBh
