821220505353158657	Weerschoonebeek	| Temp -5.8 oC | Windsnelheid 0.2 km/h uit S | 0.0 mm neerslag| wolkenhoogte:67 meter |	| Temp -5.8 oC | Windsnelheid 0.2 km /h uit S | 0.0 mm neerslag | wolkenhoogte :67 meter |
821235385141460992	ItsSombrero	@Tantebonga zelfde voor jou!!	@Tantebonga zelfde voor jou !!
821235387259621376	gemkadij	Tussen september en december 2016 is de nieuwe manier van afval inzamelen ingevoerd in Krimpen aan den IJssel. D https://t.co/LLelEZED26...	Tussen september en december 2016 is de nieuwe manier van afval inzamelen ingevoerd in Krimpen aan den IJssel . D https://t.co/LLelEZED26...
821235388916211712	estherroelofs	Download het stappenplan en organiseer in 4 stappen een speeddate in uw organisatie. https://t.co/DxS2W56fPA	Download het stappenplan en organiseer in 4 stappen een speeddate in uw organisatie . https://t.co/DxS2W56fPA
821235389381955584	bertvandoorn	165.000 huishoudens in Amsterdam en omstreken hebben weer stroom, Liander werkt aan verder oplossen #stroomstoring	165.000 huishoudens in Amsterdam en omstreken hebben weer stroom , Liander werkt aan verder oplossen #stroomstoring
821235389495148544	telegraaf	165.000 huishoudens in Amsterdam en omstreken hebben weer stroom, Liander werkt aan verder oplossen #stroomstoring	165.000 huishoudens in Amsterdam en omstreken hebben weer stroom , Liander werkt aan verder oplossen #stroomstoring
821235390828937216	BelennHeyvaert	RT @carlasaeysxx: " Je ziet er moe uit" BITCH I AM	RT @carlasaeysxx : " Je ziet er moe uit " BITCH I AM
821235390816419840	Ingelisedevries	@rutger_ IK BEN AL SINDS DONDERDAG BUITEN DE RING PANIEK HELP BENAUWD	@rutger_ IK BEN AL SINDS DONDERDAG BUITEN DE RING PANIEK HELP BENAUWD
821235391713964032	louisescha	RT @luanaderaeve: Weet nie eens wat ik zou doen zonder mijn beste vriendin	RT @luanaderaeve : Weet nie eens wat ik zou doen zonder mijn beste vriendin
821235391889960961	Hermannus	De zeldzaamheid van zo'n grote #stroomstoring geeft tegelijk aan hoe goed ons stroomnet in elkaar zit #betrouwbaarheid	De zeldzaamheid van zo'n grote #stroomstoring geeft tegelijk aan hoe goed ons stroomnet in elkaar zit #betrouwbaarheid
821235391709773824	Turkic_tesla	RT @MasdelaBarque: Opmerkelijk dat NRC schrijft: "Hij staat in #Turkije bekend als anti-Gülenist" | https://t.co/lpk4hd4dkq via @nrc | Wat…	RT @MasdelaBarque : Opmerkelijk dat NRC schrijft : " Hij staat in #Turkije bekend als anti-Gülenist " | https://t.co/lpk4hd4dkq via @nrc | Wat …
821235392905093120	tvanknopers	@Calimerotweets 👋👋👋👋👋👋 (vlinders hebben zes pootjes)	@Calimerotweets 👋👋👋👋👋👋 ( vlinders hebben zes pootjes )
821235392628326400	Yo_Wolkje	RT @Kanteldenker: "Zeer onrustwekkende verdwijning": wie heeft Mila (14) gezien? https://t.co/JXDJ5q6s93	RT @Kanteldenker : " Zeer onrustwekkende verdwijning ": wie heeft Mila (14) gezien ? https://t.co/JXDJ5q6s93
821235393060343808	JouwradioMuziek	Christof Chapsis - Ga jij met me mee - Nu op https://t.co/U5ogZGHFAF #desterrenvanbijons	Christof Chapsis - Ga jij met me mee - Nu op https://t.co/U5ogZGHFAF #desterrenvanbijons
821235394092138496	PascalDreikaus2	@welt Hahahahaha..........wie Geil!! Und ich bin der Papst 👍	@welt Hahahahaha .......... wie Geil !! Und ich bin der Papst 👍
821235395304296449	Anishkottiyani2	RT @ED_Eindhoven: Kamp gaat subsidie DAF niet terugvorderen https://t.co/b0S4BJj7uw	RT @ED_Eindhoven : Kamp gaat subsidie DAF niet terugvorderen https://t.co/b0S4BJj7uw
821235399276265472	polGeuzenbuurt	RT @LianderNL: 165.000 huishoudens hebben weer stroom, Liander werkt aan verder oplossen #stroomstoring #Amsterdam #Zaandam #Landsmeer	RT @LianderNL : 165.000 huishoudens hebben weer stroom , Liander werkt aan verder oplossen #stroomstoring #Amsterdam #Zaandam #Landsmeer
821235400958152704	FilenieuwsBE	Op dit moment staat er in totaal 43 km file op de snelwegen in Vlaanderen. Dat is normaal voor een werkdag op dit moment. De trend is stijg…	Op dit moment staat er in totaal 43 km file op de snelwegen in Vlaanderen . Dat is normaal voor een werkdag op dit moment . De trend is stijg …
821235400861773824	Sampfan	@MarianneCramer goedemorgen Marianne:-) dat had ik zo graag eens gezien: niets..de nachten zijn altijd zo verlicht in Amsterdam(Nederland?)	@MarianneCramer goedemorgen Marianne :-) dat had ik zo graag eens gezien : niets .. de nachten zijn altijd zo verlicht in Amsterdam ( Nederland ?)
821235400085831680	Margo_burmania	@nikkivanvliet_ deze 2 zijn echt heel goed https://t.co/5DXdzk8rlj	@nikkivanvliet_ deze 2 zijn echt heel goed https://t.co/5DXdzk8rlj
821235403575398400	hetweerlive	17/01/2017 - 07u00 : -Temperatuur: -2,2°C -Vochtigheid: 97% -Neerslag vandaag: 0,0 mm -Luchtdruk: 1030,0 hPa -Windsnelheid: 0,0 km/h	17/01/2017 - 07u00 : - Temperatuur : -2,2°C - Vochtigheid : 97% - Neerslag vandaag : 0,0 mm - Luchtdruk : 1030,0 hPa - Windsnelheid : 0,0 km /h
821235403709706241	jatoering	RT @rekenk4mer: De een na de andere Staat in de VS maakt een einde aan de duurzame energie hype die kapitalen kost en nul oplevert. https:/…	RT @rekenk4mer : De een na de andere Staat in de VS maakt een einde aan de duurzame energie hype die kapitalen kost en nul oplevert . https:/ …
821235395950215168	msconsultancy	#peperomia #Equador , te koop bij #GasaGroup #Denemarken #zieniskopen via de #planten #digitale #marktplaats… https://t.co/fcTL1t434n	#peperomia #Equador , te koop bij #GasaGroup #Denemarken #zieniskopen via de #planten #digitale #marktplaats … https://t.co/fcTL1t434n
821235404431040512	JohnQuid	Longreads overal, zelfreflectierepo's en "wat ik leerde over de samenleving tijdens de stroomstoring"-pieces. https://t.co/fThYC4noi3	Longreads overal , zelfreflectierepo's en " wat ik leerde over de samenleving tijdens de stroomstoring "- pieces . https://t.co/fThYC4noi3
821235405102129153	jandoebie	awww @retrotterdam mag de verwarming aan in metro 5334?;)	awww @retrotterdam mag de verwarming aan in metro 5334?;)
821235405815218176	hardecijfers	De spinazie is op door slechte oogst in Spanje https://t.co/7ybRMtMtRx	De spinazie is op door slechte oogst in Spanje https://t.co/7ybRMtMtRx
821235406767267840	Schellevis	Ik ben vanmorgen een blij mens, want mijn wekker loopt op batterijen 🙄	Ik ben vanmorgen een blij mens , want mijn wekker loopt op batterijen 🙄
821235407039897600	FelixFeed	Onderzoekers verwerken vlamvertrager in accu tegen brandgevaar https://t.co/5JzHZRdS9z	Onderzoekers verwerken vlamvertrager in accu tegen brandgevaar https://t.co/5JzHZRdS9z
821235407312584704	BoelenJoyce_	RT @ItsSombrero: Goeiemorgen, lieve mensen. Heel veel succes bij het maken van de juiste keuzes. Vergeet niet aan jezelf te denken: je verd…	RT @ItsSombrero : Goeiemorgen , lieve mensen . Heel veel succes bij het maken van de juiste keuzes . Vergeet niet aan jezelf te denken : je verd …
821235407912402944	hardecijfers	Wekdienst van 17 januari: dit gebeurde terwijl je sliep https://t.co/W0ae8AAH8f	Wekdienst van 17 januari : dit gebeurde terwijl je sliep https://t.co/W0ae8AAH8f
821235406922452992	VerkeersInfo_NL	Kapotte vrachtwagen op de #A4 naar Den Haag bij Leidschendam. De rechterrijstrook is dicht. Er staat 6 km file. (vi… https://t.co/4ZVX7va7Iq	Kapotte vrachtwagen op de #A4 naar Den Haag bij Leidschendam . De rechterrijstrook is dicht . Er staat 6 km file . ( vi … https://t.co/4ZVX7va7Iq
821235408352772096	JanQuehenberger	RT @AT5: Delen van A’dam Oost en Noord hebben weer stroom, zo’n 200.000 klanten zitten nog zonder elektriciteit meldt Liander https://t.co/…	RT @AT5 : Delen van A’ dam Oost en Noord hebben weer stroom , zo ’n 200.000 klanten zitten nog zonder elektriciteit meldt Liander https://t.co/ …
821235408667348992	Nieuws_Zuur	RTV-N | Pas op: plaatselijk glad en mist	RTV-N | Pas op : plaatselijk glad en mist
821235408893833216	BuddhistVegan	RT @LianderNL: 165.000 huishoudens hebben weer stroom, Liander werkt aan verder oplossen #stroomstoring #Amsterdam #Zaandam #Landsmeer	RT @LianderNL : 165.000 huishoudens hebben weer stroom , Liander werkt aan verder oplossen #stroomstoring #Amsterdam #Zaandam #Landsmeer
821235409485263137	devineskye	Grappig hoor cc @aardengelpiet jij hebt tijd te veel. Wil iedereen even rapporteren. Ik heb hier geen zin in. Fijne… https://t.co/iju1wKXBHk	Grappig hoor cc @aardengelpiet jij hebt tijd te veel . Wil iedereen even rapporteren . Ik heb hier geen zin in . Fijne … https://t.co/iju1wKXBHk
821235410999373824	gaelle_bogaert	RT @AxelleDejaegere: Minder caren en meer genieten😎	RT @AxelleDejaegere : Minder caren en meer genieten 😎
821235410999373825	laptopvrouw	RT @SaskiaG_MD: Wat gebeurt er als het Nederlandse parlement handelsverdrag van EU met Canada #CETA niet ratificeert? Antwoord op v…	RT @SaskiaG_MD : Wat gebeurt er als het Nederlandse parlement handelsverdrag van EU met Canada #CETA niet ratificeert ? Antwoord op v…
821235411485917184	wimgallee	Fiod valt bij Damen Shipyards binnen om onderzoek naar corruptie https://t.co/wjfXNht6UX via @volkskrant	Fiod valt bij Damen Shipyards binnen om onderzoek naar corruptie https://t.co/wjfXNht6UX via @volkskrant
821235413859860481	rob_koops	@jovdstel Aah! Dat is het dus :-)	@jovdstel Aah ! Dat is het dus :-)
821235414170300420	dajdreaming	Ben om 07:00 in de ochtend de seasons finale aan het kijken van the 100 seizoen 1, gaat ineens mn netflixen kut doen aaaaaa	Ben om 07:00 in de ochtend de seasons finale aan het kijken van the 100 seizoen 1, gaat ineens mn netflixen kut doen aaaaaa
821235416640684032	marije	@edwarddrogeham ben het met je eens dat de routines kraken in hun voegen - maar die beoordeling is toch echt aan ons, gemeenschap/kiezers	@edwarddrogeham ben het met je eens dat de routines kraken in hun voegen - maar die beoordeling is toch echt aan ons , gemeenschap / kiezers
821235417798348801	delnos	RT @cafethijssen1: Ool café Thijssen start wat later op ivm met deze Middeleeuwse taferelen. Gezellig wel! #stroomstoring #liander #powerfa…	RT @cafethijssen1 : Ool café Thijssen start wat later op ivm met deze Middeleeuwse taferelen . Gezellig wel ! #stroomstoring #liander #powerfa …
821235417974472704	rutger_	Ziekenhuizen en basisscholen beginnen zich al te wapenen voor de geboortegolf over een maand of 9.	Ziekenhuizen en basisscholen beginnen zich al te wapenen voor de geboortegolf over een maand of 9.
821235418456674304	KlaasBroekhuize	Stembusakkoord over PVV drukt Wilders in zijn favoriete rol https://t.co/i38eQjzlla	Stembusakkoord over PVV drukt Wilders in zijn favoriete rol https://t.co/i38eQjzlla
821235418867892224	AnneSophie_VN	RT @nomiepetkovicss: ontschminken is echt stom	RT @nomiepetkovicss : ontschminken is echt stom
821235418142298112	Jan_van_Schie	RT @HenkKrol: Internetversie van mijn opinie, vandaag in de Volkskrant: https://t.co/la0MnVdA4a	RT @HenkKrol : Internetversie van mijn opinie , vandaag in de Volkskrant : https://t.co/la0MnVdA4a
821235419027107841	nacbreda1912nl	Nieuw | Stijn Vreven: “Er is nog veel werk, maar wel een goed begin om mee te starten.” »» https://t.co/ylchrM9t8a #NACpraat	Nieuw | Stijn Vreven : “ Er is nog veel werk , maar wel een goed begin om mee te starten .” »» https://t.co/ylchrM9t8a #NACpraat
821235419669032960	JarnoDuursma	RT @SMC050: En zijn veel te weinig (lees bijna geen) politici met inhoudelijk verstand van #privacy #it Groot probleem volgens @ncilla @SMC…	RT @SMC050 : En zijn veel te weinig ( lees bijna geen ) politici met inhoudelijk verstand van #privacy #it Groot probleem volgens @ncilla @SMC …
821235419522199552	CharlesSobieski	RT @CarelBrendel: De dag begint goed. Twee UvA-antropologes verdedigen het uniform van het Saoedische relifascisme. https://t.co/WyUqJ1FAvf	RT @CarelBrendel : De dag begint goed . Twee UvA-antropologes verdedigen het uniform van het Saoedische relifascisme . https://t.co/WyUqJ1FAvf
821235419882864640	yarasky4life1	@YaraskyGaming @Diamantjewel1 Ow dat vind ik heel goed van jou Jan! Jij verdient een 🎁	@YaraskyGaming @Diamantjewel1 Ow dat vind ik heel goed van jou Jan ! Jij verdient een 🎁
821235422412083200	Abu_Noahh	@JFvZoelen @LavieJanRoos @DitisdeDag Deze koos kansloos roept maar wat. Heeft geen flauw benul waar die over praat. Is dit vrijheid koos?!!	@JFvZoelen @LavieJanRoos @DitisdeDag Deze koos kansloos roept maar wat . Heeft geen flauw benul waar die over praat . Is dit vrijheid koos ?!!
821235423284527104	Anishkottiyani2	RT @ehvnws: [ed.nl] DAF Museum Eindhoven wint Eropuit in Eigen Land Prijs 2015-2016 als Dagje Uit https://t.co/fAyERCogZL [Eindhoven Nieuws]	RT @ehvnws : [ ed . nl ] DAF Museum Eindhoven wint Eropuit in Eigen Land Prijs 2015-2016 als Dagje Uit https://t.co/fAyERCogZL [ Eindhoven Nieuws ]
821235424370814976	P2000Live	A1 Klaversloot 19 Broek op Langedijk - 1721HS 19 • January 17, 2017 at 06:57AM • #P2000 #LIVE #NIEWS #P #NEWS #FOLLOW	A1 Klaversloot 19 Broek op Langedijk - 1721 HS 19 • January 17, 2017 at 06:57 AM • #P2000 #LIVE #NIEWS #P #NEWS #FOLLOW
821235424156860416	KPS_Sales	#peperomia #Equador , te koop bij #GasaGroup #Denemarken #zieniskopen via de #planten #digitale #marktplaats... https://t.co/6NRODfWiJY	#peperomia #Equador , te koop bij #GasaGroup #Denemarken #zieniskopen via de #planten #digitale #marktplaats ... https://t.co/6NRODfWiJY
821235427210301440	Kjell_74	@Eendjeh ik blijf thuis	@Eendjeh ik blijf thuis
821235427269087233	michelvdijke	RT @WielerbaanGL: Baankoersen zijn van alle tijden in #Geleen Dit zijn artikelen in het Limburgsch Dagblad van 1981 en 84. https://t.co/QaS…	RT @WielerbaanGL : Baankoersen zijn van alle tijden in #Geleen Dit zijn artikelen in het Limburgsch Dagblad van 1981 en 84. https://t.co/QaS …
821235428036583425	vdvtweets	RT @ErnstJanBos: Wij zijn winnaars, #Kffclub! @gertongeut @emailmonday @BakkerBartHC @gernijkamp @oostdam @vdvtweets https://t.co/rvt3WuylY5	RT @ErnstJanBos : Wij zijn winnaars , #Kffclub ! @gertongeut @emailmonday @BakkerBartHC @gernijkamp @oostdam @vdvtweets https://t.co/rvt3WuylY5
821235429261316098	batvoca2	@nsonline Waarom rijden Internationale treinen wel en nationale niet? Spoor is toch spoor?	@nsonline Waarom rijden Internationale treinen wel en nationale niet ? Spoor is toch spoor ?
821235429886271489	elsriet	RT @IngePostma1: De @ABNAMRO Dreamteams van Yong Bankers zijn gestart! Vier maanden 'buffelen' voor @Jong_Ondernemen…	RT @IngePostma1 : De @ABNAMRO Dreamteams van Yong Bankers zijn gestart ! Vier maanden ' buffelen ' voor @Jong_Ondernemen …
821235430347644929	Noorderweer	Het #waddenweerbericht: eerst nevel en mist, later ook wat zonneschijn. https://t.co/A6KqxTQcrB	Het #waddenweerbericht : eerst nevel en mist , later ook wat zonneschijn . https://t.co/A6KqxTQcrB
821235431211757569	DapperGmaer	@xDanavandeMorte kijk achter...... Daar is waarschijnlijk een muur Daar is waarschijnlijk een muur	@xDanavandeMorte kijk achter ...... Daar is waarschijnlijk een muur Daar is waarschijnlijk een muur
821235431568240640	ActuaService	Ons dagelijks vleugje klassieke muziek Poème (Part 1) - Chausson https://t.co/xSyPh7BeQd	Ons dagelijks vleugje klassieke muziek Poème ( Part 1) - Chausson https://t.co/xSyPh7BeQd
821235432478408704	RoxanaLemaire	Dikke fok u aan proffen die een schriftelijk examen instellen om 8u	Dikke fok u aan proffen die een schriftelijk examen instellen om 8u
821235433514401793	HoogenLaag	Grote belangstelling voor open dag Dorenweerd College OOSTERBEEK De belangstelling voor de open dag van het Dore... https://t.co/zE0jjh2sgN	Grote belangstelling voor open dag Dorenweerd College OOSTERBEEK De belangstelling voor de open dag van het Dore ... https://t.co/zE0jjh2sgN
821235434479091712	weheartlazar	RT @MilanKnol: Ik doe een Q&A met @Enzoknol heb jij een vraag of iets..?	RT @MilanKnol : Ik doe een Q&A met @Enzoknol heb jij een vraag of iets ..?
821235433917050881	HubertDeMeulder	'Een groot verlies', oud-leerling schrijft eerbetoon aan wiskundeleraar Erik Oltmans https://t.co/w2YV3bM7ro via… https://t.co/rplr7x36SE	' Een groot verlies ', oud-leerling schrijft eerbetoon aan wiskundeleraar Erik Oltmans https://t.co/w2YV3bM7ro via … https://t.co/rplr7x36SE
821235434193911808	arianneripmees	RT @MarcAnderson15: Collega @nadjajungmann haalde juist om die reden Amerikaanse armoedeaanpak naar Nederland! https://t.co/q9DqNzeEaN	RT @MarcAnderson15 : Collega @nadjajungmann haalde juist om die reden Amerikaanse armoedeaanpak naar Nederland ! https://t.co/q9DqNzeEaN
821235435401842688	MichielMarto	Ik vind een @YouTube-video leuk: https://t.co/gfoSHstxXG STRAIGHT TO CURLY HAIR! (No Heat)	Ik vind een @YouTube - video leuk : https://t.co/gfoSHstxXG STRAIGHT TO CURLY HAIR ! ( No Heat )
821235435540189184	_derks	RT @POL_DenHaag: Zoetermeer - Man met geweld beroofd van jas, politie zoekt getuigen: Een 18-jarige man uit Den Haag werd op vrijdag…	RT @POL_DenHaag : Zoetermeer - Man met geweld beroofd van jas , politie zoekt getuigen : Een 18- jarige man uit Den Haag werd op vrijdag …
821235438023221248	MatthiasLaverge	RT @AnouFourneau: Geen mij zonder jou	RT @AnouFourneau : Geen mij zonder jou
821235444872515584	Plantje40	RT @FloraHolland: Geïnspireerd door #GreenMonday maar weet je niet welke plant je nu moet kopen? Bekijk ze hier…	RT @FloraHolland : Geïnspireerd door #GreenMonday maar weet je niet welke plant je nu moet kopen ? Bekijk ze hier …
821235445640101889	SexDumpert	Snolletje word lekker in haar mondje geneukt https://t.co/DgoSXOSTZv	Snolletje word lekker in haar mondje geneukt https://t.co/DgoSXOSTZv
821235445598195712	TKnegtel	@chjanssens Ook dit is Belgie	@chjanssens Ook dit is Belgie
821235444939718657	1Limburg	De gemeente Kerkrade moet meer Duitstalige informatie aanbieden via haar website en sociale kanalen:… https://t.co/Roa3VijsC5	De gemeente Kerkrade moet meer Duitstalige informatie aanbieden via haar website en sociale kanalen :… https://t.co/Roa3VijsC5
821235446801989636	Sampfan	RT @MarianneCramer: @Sampfan Goedemorgen Samantha, er zal wel weinig te zien zijn geweest ;-)	RT @MarianneCramer : @Sampfan Goedemorgen Samantha , er zal wel weinig te zien zijn geweest ;-)
821235448261603328	Kranten_en_RTV	NOS | De spinazie is op door slechte oogst in Spanje https://t.co/6iaAS7hjg8	NOS | De spinazie is op door slechte oogst in Spanje https://t.co/6iaAS7hjg8
821235450249625600	TersEsther	@Nonunsenses (al dan niet overjaarse) pubers die hun onzekerheid afspiegelen op hun lief? Dat doen zij wel eens...	@Nonunsenses ( al dan niet overjaarse ) pubers die hun onzekerheid afspiegelen op hun lief ? Dat doen zij wel eens ...
821235450316812288	Kranten_en_RTV	NOS | Wekdienst van 17 januari: dit gebeurde terwijl je sliep https://t.co/eFDxIsGaX0	NOS | Wekdienst van 17 januari : dit gebeurde terwijl je sliep https://t.co/eFDxIsGaX0
821235450274836480	ArjanSPL	RT @LianderNL: 165.000 huishoudens hebben weer stroom, Liander werkt aan verder oplossen #stroomstoring #Amsterdam #Zaandam #Landsmeer	RT @LianderNL : 165.000 huishoudens hebben weer stroom , Liander werkt aan verder oplossen #stroomstoring #Amsterdam #Zaandam #Landsmeer
821235451428216832	cerisecrombez	RT @pasiphaevdb: Kwil trots worden op mezelf	RT @pasiphaevdb : Kwil trots worden op mezelf
821235450870435840	Yinrel_	@JuistNoah volgens maxim verkocht je ook calici invites en blowjobs? XD	@JuistNoah volgens maxim verkocht je ook calici invites en blowjobs ? XD
821235451717648384	BeentjesAnna	@NS_online ik neem aan dat de verstoring voorlopig nog niet verholpen is?	@NS_online ik neem aan dat de verstoring voorlopig nog niet verholpen is ?
821235451319255040	Koopvaardij	@Koopvaardij thuishaven: IJMUIDEN Gegevens en foto, klik ▼ op link https://t.co/eUp0mS1ofF https://t.co/VfeD4oKijC	@Koopvaardij thuishaven : IJMUIDEN Gegevens en foto , klik ▼ op link https://t.co/eUp0mS1ofF https://t.co/VfeD4oKijC
821235451847671808	_Utrecht	Dit jaar op diverse plekken werk aan de weg in #Utrecht Ook dit jaar gaat het verkeer op diverse plekken in #Utrec… https://t.co/Eb6hbXvw3u	Dit jaar op diverse plekken werk aan de weg in #Utrecht Ook dit jaar gaat het verkeer op diverse plekken in #Utrec … https://t.co/Eb6hbXvw3u
821235453110194176	lindevanh	@jana_vdv @devos_lore Kijk messenger! NU!	@jana_vdv @devos_lore Kijk messenger ! NU !
821235453001158665	Jan_van_Schie	Retweeted Henk Krol (@HenkKrol): Internetversie van mijn opinie, vandaag in de Volkskrant: https://t.co/hTEdm1krd1 https://t.co/vj8hK4YinK	Retweeted Henk Krol ( @HenkKrol ): Internetversie van mijn opinie , vandaag in de Volkskrant : https://t.co/hTEdm1krd1 https://t.co/vj8hK4YinK
821235453563207680	jolanda63327	@der_laan @TanjaMeijer42 we moeten anders denken en meer doen! Lap het aan je laars! Zlefde taal spreken #PVV regeert! hoe dan ook in Maart	@der_laan @TanjaMeijer42 we moeten anders denken en meer doen ! Lap het aan je laars ! Zlefde taal spreken #PVV regeert ! hoe dan ook in Maart
821235454557245441	Onvoorstelbaard	Oh, dus bellen voor een leuk praatje mag vandaag niet? https://t.co/evnBHSV8zL	Oh , dus bellen voor een leuk praatje mag vandaag niet ? https://t.co/evnBHSV8zL
821235455454838784	One4barbara	@milnic285 hier inmiddels ook!	@milnic285 hier inmiddels ook !
821235456570458112	Barza1	RT @Jbraeckmans: "We kijken niet naar afkomst maar naar de toekomst" @krispeeters samen thuis int tstad #cdenv #antwerpen @cdenv https://t.…	RT @Jbraeckmans : " We kijken niet naar afkomst maar naar de toekomst " @krispeeters samen thuis int tstad #cdenv #antwerpen @cdenv https://t. …
821235457262555137	randrafels	@milan40_be Er is toch geen belet, hoop ik?	@milan40_be Er is toch geen belet , hoop ik ?
821235456918638596	kadogratis	De complete dvd-box van ‘Penoza’ nu gratis!! Ga naar https://t.co/VGwOdY5lw3 https://t.co/cLIG2KvhlC #weekend #aanbieding!	De complete dvd-box van ‘ Penoza ’ nu gratis !! Ga naar https://t.co/VGwOdY5lw3 https://t.co/cLIG2KvhlC #weekend #aanbieding !
821235457048662016	Utrechtzorgnl	Werk je bij het #umc, #lyvore #ggzcentraal of #vivium? Of bij een van onderstaande organisaties? 19 januari… https://t.co/3JiS7ZGQAS	Werk je bij het #umc , #lyvore #ggzcentraal of #vivium ? Of bij een van onderstaande organisaties ? 19 januari … https://t.co/3JiS7ZGQAS
821235458395041792	felineanne_	RT @nelenuyts: Dagge en ik zijn gewoon heel de klas aan het punnen, legendary https://t.co/Drk184ajuy	RT @nelenuyts : Dagge en ik zijn gewoon heel de klas aan het punnen , legendary https://t.co/Drk184ajuy
821235460429254657	celestine_noppe	RT @nikitaverhaeghe: Kwil dit ook kunnen zeggen maar helaas https://t.co/koIOWT3jd6	RT @nikitaverhaeghe : Kwil dit ook kunnen zeggen maar helaas https://t.co/koIOWT3jd6
821235461364584448	fiebeacx	RT @elke_verhauwen: Geef mij maar een voetballer 😋😋😋😋 https://t.co/9luaDd3uHT	RT @elke_verhauwen : Geef mij maar een voetballer 😋😋😋😋 https://t.co/9luaDd3uHT
821235461633044480	cerisecrombez	RT @carovanhoooren: Kben de weg een beetje kwijt	RT @carovanhoooren : Kben de weg een beetje kwijt
821235464422178816	StopPlamV	20 telers van #tulpenbollen zijn nu al voorbereid tegen #versmering van #zuur in het komende verwerkingsseizoen. #Tulpenkap #Fusarium	20 telers van #tulpenbollen zijn nu al voorbereid tegen #versmering van #zuur in het komende verwerkingsseizoen . #Tulpenkap #Fusarium
821235464728354817	Sbnbrsv	Veel te koud koud buiten	Veel te koud koud buiten
821235466636759041	jeshaira12	RT @RabbyRacks: Het draait om discipline, maak niet uit hoe goed je ook bent	RT @RabbyRacks : Het draait om discipline , maak niet uit hoe goed je ook bent
821235467182047232	Loorieloren	RT @Glenn4V: Als ik voor elke keer dat ik mijn concentratie verlies 1 euro zou krijgen, dan was ik nu al multimiljonair...	RT @Glenn4V : Als ik voor elke keer dat ik mijn concentratie verlies 1 euro zou krijgen , dan was ik nu al multimiljonair ...
821235469442777088	Kimvanstrien	RT @eusvanhove: De @EersteKamer wordt met een kluitje het riet ingestuurd: @MinOCW gaat grote #lerarentekort bestrijden met…	RT @eusvanhove : De @EersteKamer wordt met een kluitje het riet ingestuurd : @MinOCW gaat grote #lerarentekort bestrijden met …
821235470403325952	Turkic_tesla	RT @turksnieuws: Wie ondanks oproep niet terugkeert naar Turkije verliest paspoort https://t.co/QEXUUqkQ7L	RT @turksnieuws : Wie ondanks oproep niet terugkeert naar Turkije verliest paspoort https://t.co/QEXUUqkQ7L
821235470810103808	iGRRD70	@KRooltjee kan je ook weer iets van maken.	@KRooltjee kan je ook weer iets van maken .
821235472869588994	gaelle_bogaert	RT @miatritsmans: "Geen idee wat we nu zijn, maar ik mis wat we waren"	RT @miatritsmans : " Geen idee wat we nu zijn , maar ik mis wat we waren "
821235474840817664	JanQuehenberger	RT @AT5: Ook het openbaar vervoer heeft grote problemen door de stroomstoring. Er rijden geen treinen, trams en metro’s https://t.co/fPfnLC…	RT @AT5 : Ook het openbaar vervoer heeft grote problemen door de stroomstoring . Er rijden geen treinen , trams en metro ’s https://t.co/fPfnLC …
821235475016990720	daubstein	Brrrrrr......koud hoor😊	Brrrrrr ...... koud hoor 😊
821235475537076225	RemkoBreukelen	RT @WestlandersNu: Help de wilgen knotten in het Westland https://t.co/rDRSgb1j6v https://t.co/WR2dzvXrfh	RT @WestlandersNu : Help de wilgen knotten in het Westland https://t.co/rDRSgb1j6v https://t.co/WR2dzvXrfh
821235478968070144	gorikvh	RT @VandecruysSarah: .@sp_a: "De Block moet moratorium op erkenning wijkgezondheidscentra intrekken." - HLN.be https://t.co/YmuqDmyoDt via…	RT @VandecruysSarah : . @sp_a : " De Block moet moratorium op erkenning wijkgezondheidscentra intrekken ." - HLN . be https://t.co/YmuqDmyoDt via …
821235477831421952	FlevolandWeer	Mist en #gladheid op de weg. @weermanrobert heeft een update voor je op de site en TV. Hoe verloopt de dag verder… https://t.co/akf1YshP5E	Mist en #gladheid op de weg . @weermanrobert heeft een update voor je op de site en TV . Hoe verloopt de dag verder … https://t.co/akf1YshP5E
821235479593046020	BLinksachterin	Nee,nee.. duidelijk geval van hackende Russen.., #putin #stroomstoring https://t.co/IGCSCwNobV	Nee , nee .. duidelijk geval van hackende Russen .., #putin #stroomstoring https://t.co/IGCSCwNobV
821235480121511936	m_obdam	De Nieuwe ❤ H.HITS M.SPORT ❤! https://t.co/tuqyCZMqOC Thanks to @BekendeArtiest #r1jn	De Nieuwe ❤ H. HITS M. SPORT ❤! https://t.co/tuqyCZMqOC Thanks to @BekendeArtiest #r1jn
821235480809369601	RFG112	Dag begint dus met weer een storing op P2kflex, zeer negatieve emoties, last van lichaam, ijskou, nachtmerries/slecht slapen. Whats next?	Dag begint dus met weer een storing op P2 kflex , zeer negatieve emoties , last van lichaam , ijskou , nachtmerries / slecht slapen . Whats next ?
821235481199476736	SemtexFX	Ik vind een @YouTube-video van @mstechyt leuk: https://t.co/0EmLiePrfi 5 Setup Hacks! (#21)	Ik vind een @YouTube - video van @mstechyt leuk : https://t.co/0EmLiePrfi 5 Setup Hacks ! ( #21 )
821235482109612032	Margo_burmania	@nikkivanvliet_ Idk wie ze heeft geschreven tho haha	@nikkivanvliet_ Idk wie ze heeft geschreven tho haha
