820858115419766785	SalafPrince	RT @Krapuul: Ex-medewerkers PVV klagen PVV aan - | Krapuul https://t.co/hUcogc3XFE	RT @Krapuul : Ex-medewerkers PVV klagen PVV aan - | Krapuul https://t.co/hUcogc3XFE
820869858959171584	Diggrich_	RT @maikel15177656: Denk aan deze 2 minuten als u op 15 maart weer mag gaan stemmen. #NederlandWeerVanOns https://t.co/aJaqL04HO4	RT @maikel15177656 : Denk aan deze 2 minuten als u op 15 maart weer mag gaan stemmen . #NederlandWeerVanOns https://t.co/aJaqL04HO4
820869859810668544	NMBS	@frank_verbeeck Maar je kan gebruikmaken van de bussen van @delijn met je treinticket. ^pv	@frank_verbeeck Maar je kan gebruikmaken van de bussen van @delijn met je treinticket . ^ pv
820869860091641856	DavefromUncle	'Vergoedingen voor gehandicaptenvervoer veel te laag' /via @NOS https://t.co/IUd0JrBeHb	' Vergoedingen voor gehandicaptenvervoer veel te laag ' / via @NOS https://t.co/IUd0JrBeHb
820869860687106049	Filefeed	#Filefeed Totale filelengte op snelwegen in Vlaanderen: 52 km; Trend: stijgend https://t.co/tlTpE0ahfG #File #Belgie	#Filefeed Totale filelengte op snelwegen in Vlaanderen : 52 km ; Trend : stijgend https://t.co/tlTpE0ahfG #File #Belgie
820869861861638144	churchatworknl	RT @i2377: #De SHD toost op een goed huurdersjaar: In een gezellige ruimte in de Open Hof Kerk in #Katwijk aan den Rijn sprak… https://t.co…	RT @i2377 : #De SHD toost op een goed huurdersjaar : In een gezellige ruimte in de Open Hof Kerk in #Katwijk aan den Rijn sprak … https://t.co …
820869863933673472	jasminalebeck	Eerste examen en mIJNE BUS IS TELAAT	Eerste examen en mIJNE BUS IS TELAAT
820869869499510784	DorienV_	@LisaaGarciaa ik leg da wel eens uit	@LisaaGarciaa ik leg da wel eens uit
820869874213851136	BasEnBobbie	@Amadeusivan maar dan vries je toch vast aan de weg?? Of is dat niet het geval Ammy?	@Amadeusivan maar dan vries je toch vast aan de weg ?? Of is dat niet het geval Ammy ?
820869877590355968	RenevanStaveren	Compliment jij speelde een super rol! Gr https://t.co/87pZGBj4Gu	Compliment jij speelde een super rol ! Gr https://t.co/87pZGBj4Gu
820869880161259520	DurfTe_Vragen	#Durftevragen is hardcore.. #DTV is voor sissies!	#Durftevragen is hardcore .. #DTV is voor sissies !
820869884468981760	nellelauwers	RT @abouivo: Mijn bed werkt elke morgend als een magneet op me	RT @abouivo : Mijn bed werkt elke morgend als een magneet op me
820869885223903232	JolienDopmeijer	RT @marnixamsterdam: Het is pijnlijk dat veel mensen denken dat ze enorm bijzonder moeten zijn, en als dat niet zo is driftig oorzaken/exc…	RT @marnixamsterdam : Het is pijnlijk dat veel mensen denken dat ze enorm bijzonder moeten zijn , en als dat niet zo is driftig oorzaken / exc …
820869889523118084	EmmaDeJonghe3	RT @maenhout2000: Triestig dat hiermee gelachen wordt😷 https://t.co/TnB61Oa4Rw	RT @maenhout2000 : Triestig dat hiermee gelachen wordt 😷 https://t.co/TnB61Oa4Rw
820869891465105408	JolienDopmeijer	RT @marnixamsterdam: Feit is echter dat heel veel mensen behoorlijk gewoon zijn. En dat dat allerminst een probleem is.	RT @marnixamsterdam : Feit is echter dat heel veel mensen behoorlijk gewoon zijn . En dat dat allerminst een probleem is .
820869892421406726	chelseyisraar	@rutgervink gaat er dit jaar weer een furbruari komen ? 😝😁	@rutgervink gaat er dit jaar weer een furbruari komen ? 😝😁
820869895583924224	demancharlotte_	Precies of kheb een nachtje door gedaan 😴😖 #nosleep #luidekotgenoten 😡	Precies of kheb een nachtje door gedaan 😴😖 #nosleep #luidekotgenoten 😡
820869896267583488	alleendoormarie	RT @BeverRocker: Dieren pijn doen is iets wat ik nooit ga snappen.	RT @BeverRocker : Dieren pijn doen is iets wat ik nooit ga snappen .
820869896728965120	liesgoris_	RT @Tahneevkk: Wil gewoon slapen maar heb te veel om over na te denken	RT @Tahneevkk : Wil gewoon slapen maar heb te veel om over na te denken
820869900407369728	henkdraaitdoor	Tina Turner geeft op 16 januari 1988 in Rio De Janeiro in Brazilië een optreden voor 182.000 fans. Hiermee... https://t.co/jHJpXCkHJE	Tina Turner geeft op 16 januari 1988 in Rio De Janeiro in Brazilië een optreden voor 182.000 fans . Hiermee ... https://t.co/jHJpXCkHJE
820869901464256512	Riaanlous	Goedemorgen. #bluemonday dus volume maximaal aan: https://t.co/gNjxHTCPr6. #genietvanjedag	Goedemorgen . #bluemonday dus volume maximaal aan : https://t.co/gNjxHTCPr6. #genietvanjedag
820869902412238850	SandraBeckerman	RT @sandrakuhne: Zeer zorgelijke cijfers...'Bijna helft psychische patiënten mijdt zorg' https://t.co/y15VfEXfzc #ggz #zorgmijding #zorgkos…	RT @sandrakuhne : Zeer zorgelijke cijfers ...' Bijna helft psychische patiënten mijdt zorg ' https://t.co/y15VfEXfzc #ggz #zorgmijding #zorgkos …
820869904261906432	Endbas_games	Ben al twee uur wakker. Wat een helse tijden. Gelukkig na dit tentamen een week vakantie. Tijd voor Youtube! #sorryvoormijnafwezigheid	Ben al twee uur wakker . Wat een helse tijden . Gelukkig na dit tentamen een week vakantie . Tijd voor Youtube ! #sorryvoormijnafwezigheid
820869904811311104	Spreekwoord	Hoe meerder hoop, hoe erger koop: Als je ergens op gerekend hebt, valt het extra tegen, als je het niet krijgt. https://t.co/BlwET5Pyoi	Hoe meerder hoop , hoe erger koop : Als je ergens op gerekend hebt , valt het extra tegen , als je het niet krijgt . https://t.co/BlwET5Pyoi
820869905063038976	Riaanlous	Goedemorgen. #bluemonday dus volume maximaal aan: https://t.co/lTNl7Zr7Lj. #genietvanjedag	Goedemorgen . #bluemonday dus volume maximaal aan : https://t.co/lTNl7Zr7Lj. #genietvanjedag
820869907076222976	LisaHolvoet	RT @InnesSabbagh: Als ik jou stuur NET VOOR of NET NA het werk of NET VOOR of NET NA het slapen/wakker worden, ben je echt wel een PRIORITE…	RT @InnesSabbagh : Als ik jou stuur NET VOOR of NET NA het werk of NET VOOR of NET NA het slapen / wakker worden , ben je echt wel een PRIORITE …
820869907738988544	steen020	Ineens is het nieuws geworden... https://t.co/jFrwFqlE6I	Ineens is het nieuws geworden ... https://t.co/jFrwFqlE6I
820869909282430976	josschroe	@hebmeerlief goeie morgen mirjam fijne dag vandaag 😚💋	@hebmeerlief goeie morgen mirjam fijne dag vandaag 😚💋
820869909592887297	ZusterGerrie	@bibliotheek ik ga eens kijken! Bedankt voor de tips!	@bibliotheek ik ga eens kijken ! Bedankt voor de tips !
820869910662356994	Basvanderveen	@Charlotte1509 Ik wens jou heel veel goeds!	@Charlotte1509 Ik wens jou heel veel goeds !
820869912814088192	rikspekenbrink	RT @ADSportwereld: Bertens na uitschakeling met rode ogen: 'Uitvoering was gewoon belabberd' https://t.co/lmdcndqmjv https://t.co/1kUt0Vfw…	RT @ADSportwereld : Bertens na uitschakeling met rode ogen : ' Uitvoering was gewoon belabberd ' https://t.co/lmdcndqmjv https://t.co/1kUt0Vfw …
820869913309024260	britney3107	RT @vnhuyseee: Moesten mensen hun commentaar & haat reactie's achterwege laten zouden er zoveel mensen eindelijk hunzelf durven zijn	RT @vnhuyseee : Moesten mensen hun commentaar & haat reactie's achterwege laten zouden er zoveel mensen eindelijk hunzelf durven zijn
820869913334153216	zxhrxrxxts	RT @MilouAmann: Klein lachje als ik iets van u hoor	RT @MilouAmann : Klein lachje als ik iets van u hoor
820869913820721153	CharlesSobieski	@PieterPolman @geertwilderspvv Helemaal prima. Trump en Wilders.	@PieterPolman @geertwilderspvv Helemaal prima . Trump en Wilders .
820869924625248272	zorgnl	Het UMCG zet vanaf januari 2017 technisch geneeskundigen in op de afdelingen kinderintensive… https://t.co/D9edMhpVJn via @medicalfacts	Het UMCG zet vanaf januari 2017 technisch geneeskundigen in op de afdelingen kinderintensive … https://t.co/D9edMhpVJn via @medicalfacts
820869925250146305	zorgnl	Op 13 januari 2017 heeft het Zorginstituut het kwaliteitskader verpleegzorg opgenomen als… https://t.co/HwefWkXk6Z via @medicalfacts	Op 13 januari 2017 heeft het Zorginstituut het kwaliteitskader verpleegzorg opgenomen als … https://t.co/HwefWkXk6Z via @medicalfacts
820869925707350016	lisaroelands99	Moest mijn lief als 'grap' mijn schmink kapot maken???? Ik steek die dood e	Moest mijn lief als ' grap ' mijn schmink kapot maken ???? Ik steek die dood e
820869926869143553	AnnekeVisser1	@13YvP goedemorgen Yolanda. Fijne dag 😊🐦	@13YvP goedemorgen Yolanda . Fijne dag 😊🐦
820869927745814528	FranckenEmma	RT @AkramZannahi: Ik kom al bij als ik naar eten kijk https://t.co/8Pu8q2p6xo	RT @AkramZannahi : Ik kom al bij als ik naar eten kijk https://t.co/8Pu8q2p6xo
820869928018448384	A28koerier	#Koerier combo leeg #Tsjechie gaat retour #Amersfoort	#Koerier combo leeg #Tsjechie gaat retour #Amersfoort
820869928316243968	nikola_michalak	RT @badklasss: Bedriegen is en blijft een keuze hoe je het ook draait of keert	RT @badklasss : Bedriegen is en blijft een keuze hoe je het ook draait of keert
820869935333261313	garrettspiel09	#bent over sex gogousenet teen https://t.co/7gr5VVLNb3	#bent over sex gogousenet teen https://t.co/7gr5VVLNb3
820869936436363264	carinnepauwels	Vergeet mijn naam. Jij kan me .... noemen! https://t.co/eVSfGqGZdM	Vergeet mijn naam . Jij kan me .... noemen ! https://t.co/eVSfGqGZdM
820869936809738240	wilmaxxx304	@mattiewietze mooi heb ik niet voor niks mijn wekker gezet hoop goed nieuws	@mattiewietze mooi heb ik niet voor niks mijn wekker gezet hoop goed nieuws
820869938394992641	KimRaes	slechtste president ooit volgens sommigen, creëerde wel 8%>jobs tov begin termijn incl. Bankencrisis en autocrisis https://t.co/UhPYPYagHh	slechtste president ooit volgens sommigen , creëerde wel 8%> jobs tov begin termijn incl . Bankencrisis en autocrisis https://t.co/UhPYPYagHh
820869938835521536	HermanHulzen	@Peterh2211 @NS_online Lekker slapen maar en geniet van de vrije dagen!!	@Peterh2211 @NS_online Lekker slapen maar en geniet van de vrije dagen !!
820869938999136256	schalckkyara	RT @Mothafockaz: Ik ben zo bang om u te verliezen en de gedachten alleen al maken mij kapot.	RT @Mothafockaz : Ik ben zo bang om u te verliezen en de gedachten alleen al maken mij kapot .
820869937300459520	dft	Kloof tussen arm en rijk steeds groter https://t.co/zQLEudbOyL https://t.co/dxXHTWkcx8	Kloof tussen arm en rijk steeds groter https://t.co/zQLEudbOyL https://t.co/dxXHTWkcx8
820869939271757825	nenya1986	Velsertunnel na negen maanden durende renovatie weer open https://t.co/QpK4V7Dv1m @DuraVermeer	Velsertunnel na negen maanden durende renovatie weer open https://t.co/QpK4V7Dv1m @DuraVermeer
820869941377241088	JolienRaman	@ruthvanhoecke daar hou ik u aan	@ruthvanhoecke daar hou ik u aan
820869941301743616	swaddleblankets	Wat een prachtig ontwerp van nicolemonsieurs . Vind jij dit de mooiste like dan deze foto.… https://t.co/fU0W7n3qBQ	Wat een prachtig ontwerp van nicolemonsieurs . Vind jij dit de mooiste like dan deze foto .… https://t.co/fU0W7n3qBQ
820869941079511040	Sparkz_Network	RT @Sparkz_Network: Kom je ook aangenaam #Netwerken en #Dineren & je #netwerk opbouwen op 31/1 bij Brasserie Beeckestijn? Aanm.:…	RT @Sparkz_Network : Kom je ook aangenaam #Netwerken en #Dineren & je #netwerk opbouwen op 31/1 bij Brasserie Beeckestijn ? Aanm .:…
820869943092715520	SiemonReker	Wat Rutte steeds zegt te weigeren is met de komst van Trump ineens veel eenvoudiger te snappen: sweeping statements https://t.co/7pF5DL57lJ	Wat Rutte steeds zegt te weigeren is met de komst van Trump ineens veel eenvoudiger te snappen : sweeping statements https://t.co/7pF5DL57lJ
820869943453425669	ohoutnieuws	Kaartverkoop Smulnarrenbal komt op gang https://t.co/tHvpLjQJGn	Kaartverkoop Smulnarrenbal komt op gang https://t.co/tHvpLjQJGn
820869945408024577	MuslimInEurope	RT @MuslimInEurope: Aboutaleb van de #Pvda over cartoons tegen Profeet Mohamed VZMH. Een stem op de #Pvda is een stem tegen de Islam! https…	RT @MuslimInEurope : Aboutaleb van de #Pvda over cartoons tegen Profeet Mohamed VZMH . Een stem op de #Pvda is een stem tegen de Islam ! https …
820869945953239041	banen_nu	#vacature #banen Medewerker Reiniging - OverheidsinstellingFunctiebeschrijvingWij zijn op zoek naar meerdere Me... https://t.co/MptTfraviA	#vacature #banen Medewerker Reiniging - OverheidsinstellingFunctiebeschrijvingWij zijn op zoek naar meerdere Me ... https://t.co/MptTfraviA
820869945965871108	banen_nu	#vacature #banen Projectleider - Onze opdrachtgever is een toeleverancier in roestvaststaal.Functiebeschrijving... https://t.co/4LiNFI1BG9	#vacature #banen Projectleider - Onze opdrachtgever is een toeleverancier in roestvaststaal . Functiebeschrijving ... https://t.co/4LiNFI1BG9
820869946263662593	banen_nu	#vacature #banen Schoonmaker/cateringmedewerker m/v - De organisatie verzorgd onder andere trainingen en cursus... https://t.co/EXEFeSOdEs	#vacature #banen Schoonmaker / cateringmedewerker m/v - De organisatie verzorgd onder andere trainingen en cursus ... https://t.co/EXEFeSOdEs
820869949921095681	miente	Amai, ik ben al héél de morgen mega happy... en dat voor een maandag zeg... #goeiemorgen	Amai , ik ben al héél de morgen mega happy ... en dat voor een maandag zeg ... #goeiemorgen
820869949933633536	cimali	RT @BNR: Er zijn in totaal 1,8 miljoen bedrijven in Nederland. Een record, volgens de @KvK_NL https://t.co/EZFgQHhrQi https://t.co/94brgkTL…	RT @BNR : Er zijn in totaal 1,8 miljoen bedrijven in Nederland . Een record , volgens de @KvK_NL https://t.co/EZFgQHhrQi https://t.co/94brgkTL …
820869949673656322	tekstvormgeving	Ga híervoor als je betere resultaten wilt https://t.co/faZvKB9aCG via @Businesspuntnl	Ga híervoor als je betere resultaten wilt https://t.co/faZvKB9aCG via @Businesspuntnl
820869951145840642	schalckkyara	RT @maeecharlotte: Kben echt een wrak	RT @maeecharlotte : Kben echt een wrak
820869951590453249	ajax132	zo en nu onderweg naar het werk ik wens iedreen fijne dag toe	zo en nu onderweg naar het werk ik wens iedreen fijne dag toe
820869954417397760	ZakenmarktAssen	Drents Museum herbouwt antieke graftombes uit China https://t.co/9W1cYM5hDA	Drents Museum herbouwt antieke graftombes uit China https://t.co/9W1cYM5hDA
820869954543255552	Lanaslock	RT @ouarane10: Mensen vertrouwen is moeilijk de laatste tijd.	RT @ouarane10 : Mensen vertrouwen is moeilijk de laatste tijd .
820869957126852608	januitzeeland1	Goede morgen @AnitavRens Mooie Maandag toegewenst van af Tholen @lucia271	Goede morgen @AnitavRens Mooie Maandag toegewenst van af Tholen @lucia271
820869955424055296	NewsWVlaanderen	Natalia moet 2.000 kermisgangers naar De Klijte halen: “Voor een klein dorpj #WestVlaanderen https://t.co/qnevoYBUjq https://t.co/1CFuLzW6GM	Natalia moet 2.000 kermisgangers naar De Klijte halen : “ Voor een klein dorpj #WestVlaanderen https://t.co/qnevoYBUjq https://t.co/1CFuLzW6GM
820869958074769408	EnnaOnline	RT @chrisklomp: Als kennis macht is en je wil machtiger zijn dan de mensen met kennis, dan maak je kennis tot slachtoffer. Voila: de functi…	RT @chrisklomp : Als kennis macht is en je wil machtiger zijn dan de mensen met kennis , dan maak je kennis tot slachtoffer . Voila : de functi …
820869958079025154	Jaryaj	Dat kan ik wel gebruiken. Moet ik #mezelf wel kado doen. Is ook een kado om weer in jezelf te geloven? https://t.co/GKWb9jCwwP	Dat kan ik wel gebruiken . Moet ik #mezelf wel kado doen . Is ook een kado om weer in jezelf te geloven ? https://t.co/GKWb9jCwwP
820869961925193729	Evy_Deroo	RT @MilaPareit: ik wil ZOOOOOO graag een hond	RT @MilaPareit : ik wil ZOOOOOO graag een hond
820869965779783680	Henkmuis16	RT @dft: Acht rijksten bezitten evenveel als de 3,6 miljard armste mensen https://t.co/tIGM93RnPQ #inkomen	RT @dft : Acht rijksten bezitten evenveel als de 3,6 miljard armste mensen https://t.co/tIGM93RnPQ #inkomen
820869966601846784	Caitlin_Cant	RT @MarilouOlivini: Beetje bij beetje aan het beseffen wie mijn echte vrienden zijn	RT @MarilouOlivini : Beetje bij beetje aan het beseffen wie mijn echte vrienden zijn
820869967344267264	LucienKnol	@vlaanderbos nu nog politiek, consument en boer te bewegen te kiezen voor duurzame landbouw. Beter voor boer, landschap en natuur.	@vlaanderbos nu nog politiek , consument en boer te bewegen te kiezen voor duurzame landbouw . Beter voor boer , landschap en natuur .
820869967822331904	ParkstadCH	RT @SnowWorldNL: Gister is het plan gepresenteerd voor de top van de Wilhelminaberg! Lees hier meer ➜ https://t.co/k17GNSz6PD https://t.co/…	RT @SnowWorldNL : Gister is het plan gepresenteerd voor de top van de Wilhelminaberg ! Lees hier meer ➜ https://t.co/k17GNSz6PD https://t.co/ …
820869969231671296	VacatureWerk	Nieuwe #vacature #JouwBaan Procestechnoloog/Producttechnoloog https://t.co/VaiiexqETo	Nieuwe #vacature #JouwBaan Procestechnoloog / Producttechnoloog https://t.co/VaiiexqETo
820869969298780161	NewsWVlaanderen	Jong gezin ziet villa in vlammen opgaan tijdens nieuwjaarsdrink bij buren #WestVlaanderen https://t.co/5o6XvH6a3o https://t.co/l5hRwgpRMT	Jong gezin ziet villa in vlammen opgaan tijdens nieuwjaarsdrink bij buren #WestVlaanderen https://t.co/5o6XvH6a3o https://t.co/l5hRwgpRMT
820869970666094592	Joshuartje	@MaximeMXM Oh dat is wel kut ja hahaha, soms eens tijd maken voor twitter ook! Zoals nu!	@MaximeMXM Oh dat is wel kut ja hahaha , soms eens tijd maken voor twitter ook ! Zoals nu !
820869972671008768	verstraete_lara	RT @ocebolle: Acne is normaal, striemen zijn normaal, zweet is normaal,........ LOVE YOURSELF ❤️❤️❤️❤️	RT @ocebolle : Acne is normaal , striemen zijn normaal , zweet is normaal ,........ LOVE YOURSELF ❤️❤️❤️❤️
820869973203681280	banen_nu	#vacature #banen Evaluation Assistant - Voor meer informatie kun je contact opnemen met de vestiging van Unique... https://t.co/a37Hs5ShI6	#vacature #banen Evaluation Assistant - Voor meer informatie kun je contact opnemen met de vestiging van Unique ... https://t.co/a37Hs5ShI6
820869976445820928	DibaBanu	@crist_aal goedemorgen schatten zus Diba heeft vannacht vrouwtje wakker gemaakt en in tuin geplast. Hopelijk gaat ze straks mee. FD 😚 🐶 👩	@crist_aal goedemorgen schatten zus Diba heeft vannacht vrouwtje wakker gemaakt en in tuin geplast . Hopelijk gaat ze straks mee . FD 😚 🐶 👩
820869976236101633	OpenBrug	De #coolhavenbrug in #rotterdam ging zojuist open om 06:45. Zie https://t.co/zCqSr3mrjr #brugopen	De #coolhavenbrug in #rotterdam ging zojuist open om 06:45. Zie https://t.co/zCqSr3mrjr #brugopen
820869975938363396	TrendolizerVL	Man sleutelt aan auto: wagen en garage in brand https://t.co/Ko5cS2Y6Mn https://t.co/TSAoVP4GCK	Man sleutelt aan auto : wagen en garage in brand https://t.co/Ko5cS2Y6Mn https://t.co/TSAoVP4GCK
820869978358423553	PatrickLikes_nl	O N T B I J T • vanochtend zin in een ontbijtje met kokos.. 😋👍🏼 • https://t.co/xnTeddBx2q	O N T B I J T • vanochtend zin in een ontbijtje met kokos .. 😋👍🏼 • https://t.co/xnTeddBx2q
820869980543651841	tekstvormgeving	12 Slimme trucs om meer uit je twitteraccount te halen https://t.co/iGpjGdOuVM #Twitter #socialmedia #marketingtips	12 Slimme trucs om meer uit je twitteraccount te halen https://t.co/iGpjGdOuVM #Twitter #socialmedia #marketingtips
820869983123152897	PolitieAAenHnze	Man (41) en vrouw (36) uit #Drouwenerveen buiten heterdaad aangehouden in #Anloo. Beiden worden verdacht van heling. ^EM	Man (41) en vrouw (36) uit #Drouwenerveen buiten heterdaad aangehouden in #Anloo . Beiden worden verdacht van heling . ^ EM
820869984175923201	louisevangysel	RT @AstroIogie: #Stier: Knokken vandaag. Vierentwintig uur	RT @AstroIogie : #Stier : Knokken vandaag . Vierentwintig uur
820869984217952256	gekvansport	Een wereldpartij voor de ogen van 75.000 fans en toch blijft Rode Duivel ijzig kalm: "Ik doe gewoon mijn job"- HLN… https://t.co/WKTLhy2acz	Een wereldpartij voor de ogen van 75.000 fans en toch blijft Rode Duivel ijzig kalm : " Ik doe gewoon mijn job "- HLN … https://t.co/WKTLhy2acz
820869984280858624	SaraJac53729508	@michaelheemels @demorgen als jij werkelijk 5 gram coke per dag snoof, dn had je veel meer nodig uit de pvv kas dan je hebt 'gejat' #wikders	@michaelheemels @demorgen als jij werkelijk 5 gram coke per dag snoof , dn had je veel meer nodig uit de pvv kas dan je hebt ' gejat ' #wikders
820869985228783616	lucia271	@AnitavRens @HansExterkate @ADnl inderdaad niet normaal	@AnitavRens @HansExterkate @ADnl inderdaad niet normaal
820869986365358080	OostIngrid	RT @HannekeLukacs: Doe ff normaal! Elke politie m/v veilig & heel thuis na einde dienst! https://t.co/8xSbLZDlbj	RT @HannekeLukacs : Doe ff normaal ! Elke politie m/v veilig & heel thuis na einde dienst ! https://t.co/8xSbLZDlbj
820869987099410432	FlevoWegen	RT @FlevolandWeer: Goedemorgen! De weg op zo? Het kan glad zijn. Op veel plekken ligt de wegdektemperatuur ook onder het vriespunt. https:/…	RT @FlevolandWeer : Goedemorgen ! De weg op zo ? Het kan glad zijn . Op veel plekken ligt de wegdektemperatuur ook onder het vriespunt . https:/ …
820869989557301248	TrendolizerVL	Nog vaak te veel onnodige tests voor operatie https://t.co/NQPPvaa7tV	Nog vaak te veel onnodige tests voor operatie https://t.co/NQPPvaa7tV
820869990232588289	TinTinAfrica	RT @jacarandafm: #JacaSATop20 @LeahMusiekSA is top 5 hierdie week met ‘Jou Liefde’! https://t.co/lRgxpGRXHF	RT @jacarandafm : #JacaSATop20 @LeahMusiekSA is top 5 hierdie week met ‘ Jou Liefde ’! https://t.co/lRgxpGRXHF
820869991734054914	Voetbal_Stories	'In het coachen kan ik mijn ei kwijt' https://t.co/hmcreQhwNt #sport	' In het coachen kan ik mijn ei kwijt ' https://t.co/hmcreQhwNt #sport
820869993105620992	N_eeele	De eerste dag om 6u opstaan is al goed gelukt! 😜 en vandaag gebruik ik de extra tijd om te netflixen 😂	De eerste dag om 6u opstaan is al goed gelukt ! 😜 en vandaag gebruik ik de extra tijd om te netflixen 😂
820869991159435265	TinTinAfrica	RT @jacarandafm: #JacaSATop20 @DieHeuwels skuif drie plekke op na gelukkige nommer 7 met ‘LED Liefde’. https://t.co/GxiobzlIw1	RT @jacarandafm : #JacaSATop20 @DieHeuwels skuif drie plekke op na gelukkige nommer 7 met ‘ LED Liefde ’. https://t.co/GxiobzlIw1
820869991788593152	rentreckie	@vrouwtjevanjip goedemorgen Ellen een fijne dag vandaag	@vrouwtjevanjip goedemorgen Ellen een fijne dag vandaag
820869994552692736	klauwdja	RT @SJeeennifer: Heb je liever elke nacht naast me	RT @SJeeennifer : Heb je liever elke nacht naast me
820869994774990848	GayChick1	#vreemdgaan Gertrud-90 - Gertrud-90 Leeftijd 18 jaar Regio Noord-Holland Land Nederland Geslacht Vrouw Zoekt Ma... https://t.co/h8AQQH7Zwg	#vreemdgaan Gertrud -90 - Gertrud -90 Leeftijd 18 jaar Regio Noord-Holland Land Nederland Geslacht Vrouw Zoekt Ma ... https://t.co/h8AQQH7Zwg
820869995152322561	GayChick1	#vreemdgaan Allanis37 - Allanis37 Leeftijd 24 jaar Regio Utrecht Land Nederland Geslacht Vrouw Zoekt Man Doel S... https://t.co/Hxa5g4e6Cm	#vreemdgaan Allanis 37 - Allanis 37 Leeftijd 24 jaar Regio Utrecht Land Nederland Geslacht Vrouw Zoekt Man Doel S... https://t.co/Hxa5g4e6Cm
820869995081203712	Voetbal_Stories	Open brief aan Justin Kluivert https://t.co/xuqyazVXVp #sport	Open brief aan Justin Kluivert https://t.co/xuqyazVXVp #sport
820869997375397892	Voetbal_Stories	Van Ginkel als soort Messias https://t.co/rZc8R7ggjV #sport	Van Ginkel als soort Messias https://t.co/rZc8R7ggjV #sport
820869997790633984	FCUFeed	Utrecht-fans nemen het op tegen NOS na 'antisemitisme' #FCUtrecht https://t.co/W6h8UFYBK0	Utrecht-fans nemen het op tegen NOS na ' antisemitisme ' #FCUtrecht https://t.co/W6h8UFYBK0
820869999384469505	Voetbal_Stories	Halep verrassend al naar huis in Melbourne https://t.co/uaL1lU9Cft #sport	Halep verrassend al naar huis in Melbourne https://t.co/uaL1lU9Cft #sport
820870000223383554	CleoDeclercq	RT @loeskesteloot: Zou het zonder mij niet veel beter zijn?	RT @loeskesteloot : Zou het zonder mij niet veel beter zijn ?
820869998650519552	henkdraaitdoor	Nummer 1 in de Billboard Hot 100 van 16 januari 1982: Als we aan Olivia Newton-John denken, zien we nog altijd... https://t.co/qvJKm2SWaD	Nummer 1 in de Billboard Hot 100 van 16 januari 1982: Als we aan Olivia Newton-John denken , zien we nog altijd ... https://t.co/qvJKm2SWaD
820870000856670210	__KIMS	Ik schrok toen ik mezelf net in het treinraam zag. Dacht dat ik ondanks weinig slaap wel uitgerust was, maar mijn wallen zeggen iets anders.	Ik schrok toen ik mezelf net in het treinraam zag . Dacht dat ik ondanks weinig slaap wel uitgerust was , maar mijn wallen zeggen iets anders .
820869999908782080	NewsWVlaanderen	Man sleutelt aan auto: wagen en garage in brand #WestVlaanderen https://t.co/o69yvxnVjU https://t.co/0Ux8yv37Ve	Man sleutelt aan auto : wagen en garage in brand #WestVlaanderen https://t.co/o69yvxnVjU https://t.co/0Ux8yv37Ve
820870002907709440	APV1970	RT @Mirjam152: Leuk hè, zo naast elkaar. Paar maanden verschil. Rutte: een man van z'n woord. Iemand waar je op kunt bouwen. https://t.co/l…	RT @Mirjam152 : Leuk hè , zo naast elkaar . Paar maanden verschil . Rutte : een man van z'n woord . Iemand waar je op kunt bouwen . https://t.co/l …
820870003884982274	MuslimInEurope	RT @MuslimInEurope: @HetIsGenoeg Profeet Mohamed VZMH over blanken en niet-blanken... #BlackandWhite https://t.co/GRCdJtXLJG	RT @MuslimInEurope : @HetIsGenoeg Profeet Mohamed VZMH over blanken en niet-blanken ... #BlackandWhite https://t.co/GRCdJtXLJG
820870003885047814	PvdDZaanstreek	Ha! Terugkijken kan ook nog. @AdmKantMKB, voilà de bron! :) https://t.co/lXPSdlKyYa	Ha ! Terugkijken kan ook nog . @AdmKantMKB , voilà de bron ! :) https://t.co/lXPSdlKyYa
820870004371558401	Inesjanssens99	RT @Achillevaning: Mijn muziekstijl is zo uiteenlopend, das nieens definieerbaar	RT @Achillevaning : Mijn muziekstijl is zo uiteenlopend , das nieens definieerbaar
820870007576002560	pleinchick	#flirt saweetjuh-1974 - saweetjuh-1974 Leeftijd 35 jaar Regio Noord-Holland Land Nederland Geslacht Vrouw Zoekt... https://t.co/ZVxv0hOzhl	#flirt saweetjuh -1974 - saweetjuh -1974 Leeftijd 35 jaar Regio Noord-Holland Land Nederland Geslacht Vrouw Zoekt ... https://t.co/ZVxv0hOzhl
820870007462785024	pleinchick	#flirt Estelle15 - Estelle15 Leeftijd 19 jaar Regio Zeeland Land Nederland Geslacht Vrouw Zoekt Man Doel Sex ... https://t.co/lZvynUIsSu	#flirt Estelle 15 - Estelle 15 Leeftijd 19 jaar Regio Zeeland Land Nederland Geslacht Vrouw Zoekt Man Doel Sex ... https://t.co/lZvynUIsSu
820870008683241472	AWDTV	RT @Korfbalpuntnl: [Video] Het interview met Ilona van den Berg (@AWDTV) na afloop van de Match of the Week: https://t.co/GW901i7YTN…	RT @Korfbalpuntnl : [ Video ] Het interview met Ilona van den Berg ( @AWDTV ) na afloop van de Match of the Week : https://t.co/GW901i7YTN …
