824481998072938497	sofieweetjes	Het is nu zes uur	Het is nu zes uur
824496517234958336	jellehiemstra7	Onderwijs zich niet te wachten op 2 advies voorgezet onderwijs maar op meer geld @AObtweets #onderwijs… https://t.co/Kmo6leErrL	Onderwijs zich niet te wachten op 2 advies voorgezet onderwijs maar op meer geld @AObtweets #onderwijs … https://t.co/Kmo6leErrL
824496521332850688	wardmarkey	@katrijndecuyper onder den douche ook ! Allez hup ! ACTIE 💪	@katrijndecuyper onder den douche ook ! Allez hup ! ACTIE 💪
824496521441902593	jansseunemarin	RT @amberpeche: Ik word gek als ik je niet hoor	RT @amberpeche : Ik word gek als ik je niet hoor
824496524860256256	ZorgzaamWerk	@VO_raad super plan!!! Bravo! Gezond verstand aan zet! Jongeren kunnen een a-typisch profiel hebben, bv zeer veel beta en #dyslectie op vwo	@VO_raad super plan !!! Bravo ! Gezond verstand aan zet ! Jongeren kunnen een a-typisch profiel hebben , bv zeer veel beta en #dyslectie op vwo
824496525350936576	ThorbenDury	RT @MathisBecu: Wie gaat er haar zeggen dat het blad steen schaar is? https://t.co/OoWnT69RqG	RT @MathisBecu : Wie gaat er haar zeggen dat het blad steen schaar is ? https://t.co/OoWnT69RqG
824496526563143682	AnjaMekenkamp	RT @LoesjeNL: **om m’n voeten uit hun winterdip te halen heb ik alvast wat grassprietjes in m’n sokken gestrooid** #loesje https://t.co/53u…	RT @LoesjeNL : ** om m’n voeten uit hun winterdip te halen heb ik alvast wat grassprietjes in m’n sokken gestrooid ** #loesje https://t.co/53u …
824496526630289408	NumaticBenelux	RT @schoonmkjournal: Happy Cleaning-concept @NumaticBenelux beleeft primeur op @beursfacilitair in hal 1, stand C8 | Schoonmaakjournaal : h…	RT @schoonmkjournal : Happy Cleaning-concept @NumaticBenelux beleeft primeur op @beursfacilitair in hal 1, stand C8 | Schoonmaakjournaal : h…
824496526286266368	Amadeusivan	@CookTheDog @crist_aal @kat_Boris @MoTheCat04 @de3poesketiers @Misterprrrr Goedemorgen lieverd lekker geslapen?	@CookTheDog @crist_aal @kat_Boris @MoTheCat04 @de3poesketiers @Misterprrrr Goedemorgen lieverd lekker geslapen ?
824496527234240513	schoen_waers	Morgen	Morgen
824496528626774018	BySteveBrown	RT @Loesje370: The New York Times: Rutte gaat Trump achterna /via @NOS Trump doet wat ie zegt .Rutte niet. https://t.co/Q6YEp6wcum	RT @Loesje370 : The New York Times : Rutte gaat Trump achterna / via @NOS Trump doet wat ie zegt . Rutte niet . https://t.co/Q6YEp6wcum
824496536419794944	NOS	Het is soms lang zoeken naar een openbaar toilet, dus zijn er meer nodig, vinden patiëntenverenigingen. https://t.co/75kkcXR1XB	Het is soms lang zoeken naar een openbaar toilet , dus zijn er meer nodig , vinden patiëntenverenigingen . https://t.co/75kkcXR1XB
824496534448467970	mevrouwadvocaat	@advocatootje Daarover gesproken..... Lollig toch? https://t.co/4Hia4Ermsi	@advocatootje Daarover gesproken ..... Lollig toch ? https://t.co/4Hia4Ermsi
824496537011191810	RamziAteam	men eerste roley was een feit toen, kocht een strap voor me zij toen, kocht er 1 voor in die louis bag, trouwens eens rug voor die louis bag	men eerste roley was een feit toen , kocht een strap voor me zij toen , kocht er 1 voor in die louis bag , trouwens eens rug voor die louis bag
824496537925476353	NederPiet	@movergaag @LifeSite Alles kan anders, het is aan degene die het ondergaat om te beslissen wat te doen.	@movergaag @LifeSite Alles kan anders , het is aan degene die het ondergaat om te beslissen wat te doen .
824496538244313088	VZXYGHXZTPVRRP	@Jedi_Mocro ohh afkomst ik dacht iemand anders, ja een turk	@Jedi_Mocro ohh afkomst ik dacht iemand anders , ja een turk
824496538516934656	AmberVerduijn	RT @silkedesaeger: Ik dacht echt da ik modeontwerpster ging worden me deze boeken hahahha echt mene jeugd https://t.co/9L3SF2cMee	RT @silkedesaeger : Ik dacht echt da ik modeontwerpster ging worden me deze boeken hahahha echt mene jeugd https://t.co/9L3SF2cMee
824496542698602496	PieterDuif	RT @aafkeromeijn: HAHAHAHAHAHAHAHAHAHA in Amerika is een petitie of NL niet officieel op de 2e plek kan komen. #zml https://t.co/2eKE3WkBba	RT @aafkeromeijn : HAHAHAHAHAHAHAHAHAHA in Amerika is een petitie of NL niet officieel op de 2e plek kan komen . #zml https://t.co/2eKE3WkBba
824496542958678016	easycheaphols	Alle doden geborgen uit door lawine getroffen hotel - https://t.co/sAYBQM3qhe via https://t.co/wmf8GkXJ2s	Alle doden geborgen uit door lawine getroffen hotel - https://t.co/sAYBQM3qhe via https://t.co/wmf8GkXJ2s
824496545643069440	Geefmedevijf	Timmermans geeft circulaire economie nieuwe stimulans. https://t.co/e0jBACCEPc #FD	Timmermans geeft circulaire economie nieuwe stimulans . https://t.co/e0jBACCEPc #FD
824496545907310592	NS_online	@robertal1977 Dat klopt, ik keek even verkeerd. ^DB	@robertal1977 Dat klopt , ik keek even verkeerd . ^ DB
824496548235116545	BjornH85	@Sh0rtiiFR Zeg dat wel indd!.. in 3jaar niet zo gevoeld.. dus is best wel ff vechten met jezelf..	@Sh0rtiiFR Zeg dat wel indd !.. in 3 jaar niet zo gevoeld .. dus is best wel ff vechten met jezelf ..
824496548625207296	Larosb	Thc olie info organiseert haar eerste bijeenkomst. En dat in het meest natuurlijke stukje alkmaar "Het Gaaf... https://t.co/VKseIaiTCx	Thc olie info organiseert haar eerste bijeenkomst . En dat in het meest natuurlijke stukje alkmaar " Het Gaaf ... https://t.co/VKseIaiTCx
824496549837340672	JDEGEETER21	RT @ArtieBlue_: Mensen die schelden met kanker zijn voor mij het grootste vuil dat er is.	RT @ArtieBlue_ : Mensen die schelden met kanker zijn voor mij het grootste vuil dat er is .
824496550823022593	HagenYoo	@StreamingWHeart jaa.. Die Erste spende im Stream ♡	@StreamingWHeart jaa .. Die Erste spende im Stream ♡
824496552823685121	lindevanh	RT @BeverRocker: Wat een top seizoensfinale!🤘🏼 #GhostRockers #IkBenZoTrots #WAUW https://t.co/MobfWe96GL	RT @BeverRocker : Wat een top seizoensfinale !🤘🏼 #GhostRockers #IkBenZoTrots #WAUW https://t.co/MobfWe96GL
824496553540907008	BySteveBrown	@Loesje370 @NOS Rutte:Doe Normaal zoals mijn Minister Hennis en vervals medisch rapport klokkenluider: https://t.co/Ejd1g1Ksoj (Video)	@Loesje370 @NOS Rutte : Doe Normaal zoals mijn Minister Hennis en vervals medisch rapport klokkenluider : https://t.co/Ejd1g1Ksoj ( Video )
824496555457703936	jellehiemstra7	RT @jellehiemstra7: Onderwijs zich niet te wachten op 2 advies voorgezet onderwijs maar op meer geld @AObtweets #onderwijs…	RT @jellehiemstra7 : Onderwijs zich niet te wachten op 2 advies voorgezet onderwijs maar op meer geld @AObtweets #onderwijs …
824496559857471488	BFerket	RT @silkedesaeger: Ik dacht echt da ik modeontwerpster ging worden me deze boeken hahahha echt mene jeugd https://t.co/9L3SF2cMee	RT @silkedesaeger : Ik dacht echt da ik modeontwerpster ging worden me deze boeken hahahha echt mene jeugd https://t.co/9L3SF2cMee
824496560801193986	ukn_santosh	RT @LbThijssen: @A_Koskamp @De_Vries_Beilen ook hier #amezone	RT @LbThijssen : @A_Koskamp @De_Vries_Beilen ook hier #amezone
824496562139267073	bano3112	RT @ThibautCraeyne1: Khou van mensen die moeite doen , uit zichzelf sturen	RT @ThibautCraeyne1 : Khou van mensen die moeite doen , uit zichzelf sturen
824496562961346560	emeshaha	@rozeaapjes jij ook..ben nog aan het snooze😂	@rozeaapjes jij ook .. ben nog aan het snooze 😂
824496564706144256	DjTrickyV2	Ik doe mee met de #10jaariCulture #winactie voor de Fitbit Charge 2 fitnessarmband https://t.co/IGYP2D0CFR /via @iCulture	Ik doe mee met de #10jaariCulture #winactie voor de Fitbit Charge 2 fitnessarmband https://t.co/IGYP2D0CFR / via @iCulture
824496565746302977	rensbrouwer24	RT @SCCambuurLwd: Dit is een goed stel hoor! Hoeveel #RT's voor deze bekerhelden? #WijzijnCambuur https://t.co/azfySeyIAo	RT @SCCambuurLwd : Dit is een goed stel hoor ! Hoeveel #RT 's voor deze bekerhelden ? #WijzijnCambuur https://t.co/azfySeyIAo
824496565947662337	197winstonsmith	RT @MaartenHijink: 2 onwaarheden in 1 tweet. We zijn nooit uitgenodigd voor een 'debat op links' en we hebben juist 'ja' gezegd op een…	RT @MaartenHijink : 2 onwaarheden in 1 tweet . We zijn nooit uitgenodigd voor een ' debat op links ' en we hebben juist ' ja ' gezegd op een …
824496568824922112	stienvandenb	@bastiaenstibo @waaromweetikdit ik ben niet ziekelijk he x you love me	@bastiaenstibo @waaromweetikdit ik ben niet ziekelijk he x you love me
824496568908845057	MagalineDe	RT @elinedeblaere1: kmis onze vriendschap	RT @elinedeblaere1 : kmis onze vriendschap
824496571949707264	XxXDTfanXxX	RT @MitchellVoeten: kijk me genieten https://t.co/urtBCT117U	RT @MitchellVoeten : kijk me genieten https://t.co/urtBCT117U
824496572302061568	JouwradioMuziek	Bonnie St.Claire - Sla je arm om me heen - Nu op https://t.co/U5ogZGHFAF #desterrenvanbijons	Bonnie St . Claire - Sla je arm om me heen - Nu op https://t.co/U5ogZGHFAF #desterrenvanbijons
824496572859834368	nijpiescc	Goedemorgen Utrecht, Leeuwarden is alweer wakker😂⚽⚽⚽⚽🍺🍺	Goedemorgen Utrecht , Leeuwarden is alweer wakker 😂⚽⚽⚽⚽🍺🍺
824496575925850112	pvbprive	Hij is goed bezig, is tenminste een leider. En dat heeft elk land nodig en zeker 🇳🇱 en geen pinokkio's https://t.co/p71MhIG0Sp	Hij is goed bezig , is tenminste een leider . En dat heeft elk land nodig en zeker 🇳🇱 en geen pinokkio's https://t.co/p71MhIG0Sp
824496578312503296	SuperShaolin1	Als enge dingen het verleden verstoren is de herrinnerring doorgaans niet fijn. Maar herrinner je de volgende vraag :	Als enge dingen het verleden verstoren is de herrinnerring doorgaans niet fijn . Maar herrinner je de volgende vraag :
824496579960799235	DockingaHv	Donderdag 26-1, 1e uur, SnC vervalt	Donderdag 26-1, 1e uur , SnC vervalt
824496582448021504	xfemkeplx	Goedemorgen vandaag 1/7 met twee tussen uren 😻verder met 'The 100'	Goedemorgen vandaag 1/7 met twee tussen uren 😻 verder met ' The 100'
824496582561333248	JDEGEETER21	RT @CopChiara: Wil nietmeer alleen slapen	RT @CopChiara : Wil nietmeer alleen slapen
824496583735648256	CarolineNeels	@bartekens ik dacht net het hetzelfde. En anders zo een mooi programma altijd.	@bartekens ik dacht net het hetzelfde . En anders zo een mooi programma altijd .
824496583928586240	AlfaMercede	Llijkt wel rond om tien hier.	Llijkt wel rond om tien hier .
824496583953809408	GerritS1976	[NU Algemeen] Mexico gaat niet betalen voor de muur - https://t.co/CnXBLDMwsv #nieuws	[ NU Algemeen ] Mexico gaat niet betalen voor de muur - https://t.co/CnXBLDMwsv #nieuws
824496583874138112	hacoba55	ALLEEN VOOR JOU https://t.co/rCBSWcx1w3	ALLEEN VOOR JOU https://t.co/rCBSWcx1w3
824496590098497536	dennisvdstege	Gm wat ben ik moe en wat is het koud	Gm wat ben ik moe en wat is het koud
824496590434013185	NicovanGog	#airbnb wat een fake en farce verhaal van de @SP_Amsterdam en @d66amsterdam in de raad. Grootschalige woningonttrekking, niemand doet wat!	#airbnb wat een fake en farce verhaal van de @SP_Amsterdam en @d66amsterdam in de raad . Grootschalige woningonttrekking , niemand doet wat !
824496591482605569	MoniqueAmoako	RT @badklasss: Ik ben niet zoals hem https://t.co/SBmri1GpoW	RT @badklasss : Ik ben niet zoals hem https://t.co/SBmri1GpoW
824496594464677888	ukn_santosh	RT @gerardschinkel: Oké, geen wielrenster, dan mss zwemster of desnoods hardloopster..naar nee hoor. Dit! #amezone http://t.co/a5zxT3Nl	RT @gerardschinkel : Oké , geen wielrenster , dan mss zwemster of desnoods hardloopster .. naar nee hoor . Dit ! #amezone http://t.co/a5zxT3Nl
824496595060346880	reus4ever	RT @tommycl1: Moest Jules niet naar Jellinek in plaats van Jinek? #dtv #jinek	RT @tommycl1 : Moest Jules niet naar Jellinek in plaats van Jinek ? #dtv #jinek
824496596771598337	slifHmerslag	@AlberthaPostma @KernmetPit geïnspireerd door jou/jullie!	@AlberthaPostma @KernmetPit geïnspireerd door jou / jullie !
824496599183327233	Rosa_bloemen	Rosa voldoet aan de eisen die worden gesteld door het Centraal College van Deskundigen Milieukeur agro/food van SMK #trots	Rosa voldoet aan de eisen die worden gesteld door het Centraal College van Deskundigen Milieukeur agro / food van SMK #trots
824496598956777472	RebeccaLeibrock	Morgen😊👻	Morgen 😊👻
824496600919736320	FreddyCopin	#Vlees eten vergroot het risico op verschillende soorten #kanker. Gezondheid echter volledig ondergeschikt aan geld en winst x sigaretten	#Vlees eten vergroot het risico op verschillende soorten #kanker . Gezondheid echter volledig ondergeschikt aan geld en winst x sigaretten
824496601829933056	Von_WR	@Pieter_Gericke @BlommieD @elize_beukes @_petricia_ Wie is oud? Single lewe hou mens jonk :-)	@Pieter_Gericke @BlommieD @elize_beukes @_petricia_ Wie is oud ? Single lewe hou mens jonk :-)
824496602488442880	natasjaxloves	@NS_online ik blijf hopen dat dordrecht-rotterdam zuid betere sprinters krijgt deze oude zijn te klein voor het drukke traject en 1/2	@NS_online ik blijf hopen dat dordrecht-rotterdam zuid betere sprinters krijgt deze oude zijn te klein voor het drukke traject en 1/2
824496603876691968	HubertDeMeulder	#Volleybal - Maaseik en Roeselare laten geen steek vallen in de competitie https://t.co/KGFfZMSC1r	#Volleybal - Maaseik en Roeselare laten geen steek vallen in de competitie https://t.co/KGFfZMSC1r
824496604573011969	EliseGeukens	RT @Gdefever: Waar gaat de wereld toch na toe https://t.co/h00WiVOyZ7	RT @Gdefever : Waar gaat de wereld toch na toe https://t.co/h00WiVOyZ7
824496608113029121	unwantedb0y_	Wtf ik zou nu 100% blij moeten zijn	Wtf ik zou nu 100% blij moeten zijn
824496600353480705	emperorpurple	Voel j dalk bedroef hierdie oomblik en so? Is die net die liekie wat j nodig het uit Psalm 120,121 en 122 BBM -... https://t.co/LuEcpJL4eF	Voel j dalk bedroef hierdie oomblik en so ? Is die net die liekie wat j nodig het uit Psalm 120,121 en 122 BBM -... https://t.co/LuEcpJL4eF
824496608347848704	DorienV_	RT @silkedesaeger: Ik dacht echt da ik modeontwerpster ging worden me deze boeken hahahha echt mene jeugd https://t.co/9L3SF2cMee	RT @silkedesaeger : Ik dacht echt da ik modeontwerpster ging worden me deze boeken hahahha echt mene jeugd https://t.co/9L3SF2cMee
824496609069330432	louisedum1234	RT @TineDeLetter: Mijn hoofd is gewoon 1 grote chaos. Ik weet het écht niet meer.	RT @TineDeLetter : Mijn hoofd is gewoon 1 grote chaos . Ik weet het écht niet meer .
824496609912352768	hiemstra007	RT @jellehiemstra7: Onderwijs zich niet te wachten op 2 advies voorgezet onderwijs maar op meer geld @AObtweets #onderwijs…	RT @jellehiemstra7 : Onderwijs zich niet te wachten op 2 advies voorgezet onderwijs maar op meer geld @AObtweets #onderwijs …
824496610289840132	Sandra7Sunshine	@spek_koek @Mediacourant mijn gerenommeerde poll al ingevuld?	@spek_koek @Mediacourant mijn gerenommeerde poll al ingevuld ?
824496612173086722	nieuws_arnhem	Fraser hoopt op kans bij #Feyenoord, maar nu nog niet https://t.co/nMxjGUlUbD #arnhem	Fraser hoopt op kans bij #Feyenoord , maar nu nog niet https://t.co/nMxjGUlUbD #arnhem
824496613066502144	jongade	Ik ben blij dat de fabrikant me er al voor waarschuwde, dat het rustig 2 weken duurt voordat je echt aan je nieuwe matras gewend bent....	Ik ben blij dat de fabrikant me er al voor waarschuwde , dat het rustig 2 weken duurt voordat je echt aan je nieuwe matras gewend bent ....
824496613511008256	werkvacatures	Snel aan de slag? Manpower heeft werk voor jou! Check het actuele aanbod -> https://t.co/0eCnXDLOk9 https://t.co/pFhKgserQu	Snel aan de slag ? Manpower heeft werk voor jou ! Check het actuele aanbod -> https://t.co/0eCnXDLOk9 https://t.co/pFhKgserQu
824496615205572608	lindemerckpoel	#Gedichtendag. Kga overstag. Vee Paté Pygmee Een puber die staat vol acnee. Knel Kapel Jarretel ‘k zit op https://t.co/dBQlxN4Jm3	#Gedichtendag . Kga overstag . Vee Paté Pygmee Een puber die staat vol acnee . Knel Kapel Jarretel ‘k zit op https://t.co/dBQlxN4Jm3
824496615117516801	LouiseRozema	Moordenaar mark l mag op verlof? Een man die een kind vermoord en in stukken gesneden heeft?	Moordenaar mark l mag op verlof ? Een man die een kind vermoord en in stukken gesneden heeft ?
824496616220618752	Larosb	Thc olie info organiseert haar eerste bijeenkomst. En dat in het meest natuurlijke stukje alkmaar "Het Gaaf... https://t.co/p5XzCjfWCF	Thc olie info organiseert haar eerste bijeenkomst . En dat in het meest natuurlijke stukje alkmaar " Het Gaaf ... https://t.co/p5XzCjfWCF
824496616363139073	Vanaf_deZijlijn	Gecensureerde wetenschap. Uit den boze in een democratie. https://t.co/g4ApBtjf50	Gecensureerde wetenschap . Uit den boze in een democratie . https://t.co/g4ApBtjf50
824496619882246145	JoostLoosen	RT @FOXSportsnl: UITSLAG: AZ toonde zich zeer effectief tegen sc Heerenveen en gaat naar de halve finale. Morgen de laatste kwartfin…	RT @FOXSportsnl : UITSLAG : AZ toonde zich zeer effectief tegen sc Heerenveen en gaat naar de halve finale . Morgen de laatste kwartfin …
824496622050705408	lidamic	Man kan de voor ex-partner betaalde hypotheekrente niet aftrekken https://t.co/HrNy1gk86H	Man kan de voor ex-partner betaalde hypotheekrente niet aftrekken https://t.co/HrNy1gk86H
824496622423863296	stevenheye	Voormalig Xiaomi-topman Barra gaat VR-divisie Facebook leiden https://t.co/VxnYgOPhrt	Voormalig Xiaomi-topman Barra gaat VR-divisie Facebook leiden https://t.co/VxnYgOPhrt
824496622537170944	julienys13	RT @Renee_Ielegems: Ik slaap slecht de laatste tijd	RT @Renee_Ielegems : Ik slaap slecht de laatste tijd
824496622767919104	keragsdale	#olderwomen with teen sex leuk fotos xxx porn pics https://t.co/5PLboe3t19	#olderwomen with teen sex leuk fotos xxx porn pics https://t.co/5PLboe3t19
824496626043678720	StelEsther	RT @LeefbaarRdam: Het is tijd voor een afrekenbaar inburgeringsbeleid. @LeefbaarRdam en het @CDARotterdam maken zich hier hard voor.…	RT @LeefbaarRdam : Het is tijd voor een afrekenbaar inburgeringsbeleid . @LeefbaarRdam en het @CDARotterdam maken zich hier hard voor .…
824496625838157824	flr1956	#MATCHDAY # vitFEY 12x bekerwinst op rij past wel bij ons! 10x ook trouwens!	#MATCHDAY # vitFEY 12x bekerwinst op rij past wel bij ons ! 10x ook trouwens !
824496627482263553	OpenBrug	De #julianabrug in #zaandam #zaandijk ging open om 06:56 en zal 4 minuten open zijn. Zie https://t.co/zCqSr3mrjr #brugopen	De #julianabrug in #zaandam #zaandijk ging open om 06:56 en zal 4 minuten open zijn . Zie https://t.co/zCqSr3mrjr #brugopen
824496629558472704	ukn_santosh	RT @Duindorper: "@blubber45: @Arifatane mooie fiets jonge !! Van oud ros naar #amezone"als een gazelle zoo soepel# vd wielfiets	RT @Duindorper : " @blubber45 : @Arifatane mooie fiets jonge !! Van oud ros naar #amezone " als een gazelle zoo soepel # vd wielfiets
824496630111952896	rjrietveldt	Doe gewoon normaal: Hanina Ajarai schrijft wekelijks over wat haar bezighoudt. https://t.co/TWEW2KPW6Y #nieuws… https://t.co/TpNzV6tN8n	Doe gewoon normaal : Hanina Ajarai schrijft wekelijks over wat haar bezighoudt . https://t.co/TWEW2KPW6Y #nieuws … https://t.co/TpNzV6tN8n
824496632343498753	charreroussel	RT @SoetaertSarah: Tis weer nie raar dat tcollege vrijdag geen pedagogische studiedag heeft 🙃	RT @SoetaertSarah : Tis weer nie raar dat tcollege vrijdag geen pedagogische studiedag heeft 🙃
824496632397979648	unaveridad	RT @CleanAirNld: Finland wil in 2030 volledig rookvrij https://t.co/lVBhYOmHQ8 https://t.co/zNCv0Ntnng	RT @CleanAirNld : Finland wil in 2030 volledig rookvrij https://t.co/lVBhYOmHQ8 https://t.co/zNCv0Ntnng
824496633274589184	REGIO8nieuws	Woningen in Didam ontruimd na een plofkraak bij Rabobank. https://t.co/Q0hkRCA5fd	Woningen in Didam ontruimd na een plofkraak bij Rabobank . https://t.co/Q0hkRCA5fd
824496634956488704	XxXDTfanXxX	RT @MitchellVoeten: ik maak wel kapot goeie spaghetti ik zeg je eerlijk https://t.co/urtBCT117U	RT @MitchellVoeten : ik maak wel kapot goeie spaghetti ik zeg je eerlijk https://t.co/urtBCT117U
824496635728240640	DorienV_	RT @callewaertes: Die kleine paniekaanval als je aan de kassa staat en uw mama loopt weg omdat ze iets vergeten is	RT @callewaertes : Die kleine paniekaanval als je aan de kassa staat en uw mama loopt weg omdat ze iets vergeten is
824496637108166656	pvbprive	RT @PeterAnshof: #Ard begrijpt alle ophef niet: "Het staat allemaal gewoon op Internet!". en gelijk heeft 'ie:…	RT @PeterAnshof : #Ard begrijpt alle ophef niet : " Het staat allemaal gewoon op Internet !". en gelijk heeft ' ie :…
824496637565341696	Jaderlanders	Belgie kent geen pindakaas wat een LOSERS	Belgie kent geen pindakaas wat een LOSERS
824496638353825793	rjrietveldt	Twee nieuwe tekeningen van Mondriaan onder de hamer: Kenners en verzamelaars van werk van Piet…… https://t.co/6XyCAiPpxD	Twee nieuwe tekeningen van Mondriaan onder de hamer : Kenners en verzamelaars van werk van Piet …… https://t.co/6XyCAiPpxD
824496637871431680	nieuwsselectie	Doe gewoon normaal https://t.co/nbAEiuuVgW https://t.co/R4JpIm1HbR	Doe gewoon normaal https://t.co/nbAEiuuVgW https://t.co/R4JpIm1HbR
824496639423508481	Roger_Eikenboom	Asociaal gedrag is verre van grappig DUS #shameonyou https://t.co/6lJgBRmqVF	Asociaal gedrag is verre van grappig DUS #shameonyou https://t.co/6lJgBRmqVF
824496642833481728	zeeuwsvlaandere	#TenneT versterkt elektriciteitsnet Zeeuws-Vlaanderen https://t.co/rDpL15lHS5 In Zeeland wordt gewerkt aan de versterking van het elektric…	#TenneT versterkt elektriciteitsnet Zeeuws-Vlaanderen https://t.co/rDpL15lHS5 In Zeeland wordt gewerkt aan de versterking van het elektric …
824496643525529600	nieuwsselectie	Twee nieuwe tekeningen van Mondriaan onder de hamer https://t.co/JJn7gUosnh https://t.co/Gd1lca41vv	Twee nieuwe tekeningen van Mondriaan onder de hamer https://t.co/JJn7gUosnh https://t.co/Gd1lca41vv
824496645027102720	zeeuwsvlaandere	De 24e Haringrit https://t.co/Lzg5u2gWYU Van Motor Vrienden #Biervliet.Op Hemelvaartdag, donderdag 25 mei 2017, is het weer zover in Zeeuw…	De 24e Haringrit https://t.co/Lzg5u2gWYU Van Motor Vrienden #Biervliet . Op Hemelvaartdag , donderdag 25 mei 2017, is het weer zover in Zeeuw …
824496644481830912	247robby	#Tilburg De vorige DJI #Phantom 4 #drone is #verkocht voor 29 Euro, we #starten een nieuwe #veiling op 1 Eurocent. https://t.co/AQ7b2HMXKy	#Tilburg De vorige DJI #Phantom 4 #drone is #verkocht voor 29 Euro , we #starten een nieuwe #veiling op 1 Eurocent . https://t.co/AQ7b2HMXKy
824496643361771520	rjrietveldt	'Na winter weer zoektocht naar brokstukken MH17': De lokale bergingsdienst in Oost-Oekraïne gaat…… https://t.co/BX3sHGCsYL	' Na winter weer zoektocht naar brokstukken MH 17': De lokale bergingsdienst in Oost-Oekraïne gaat …… https://t.co/BX3sHGCsYL
824496647040278528	SandoelYT	@dennisvdstege ja moet zo al met de bus XD	@dennisvdstege ja moet zo al met de bus XD
824496647199748097	Zebrazonderstr	Kriebelteentjes is in de spring fase. Niets is nog veilig, vooral haar tanden 😂🙈… https://t.co/wwacbOEtAg	Kriebelteentjes is in de spring fase . Niets is nog veilig , vooral haar tanden 😂🙈… https://t.co/wwacbOEtAg
824496648734838784	FilenieuwsBE	Op dit moment staat er in totaal 62 km file op de snelwegen in Vlaanderen. Dat is normaal voor een werkdag op dit moment. De trend is stijg…	Op dit moment staat er in totaal 62 km file op de snelwegen in Vlaanderen . Dat is normaal voor een werkdag op dit moment . De trend is stijg …
824496649506529280	nory_tb	RT @teskedeschepper: omg eten smaakt altijd nog duizend keer lekkerder als je sicke trek had	RT @teskedeschepper : omg eten smaakt altijd nog duizend keer lekkerder als je sicke trek had
824496649691029505	nieuwsselectie	'Na winter weer zoektocht naar brokstukken MH17' https://t.co/PAnrRvJrtU https://t.co/ugOFeNTdM2	' Na winter weer zoektocht naar brokstukken MH 17' https://t.co/PAnrRvJrtU https://t.co/ugOFeNTdM2
824496651138166784	BySteveBrown	RT @nothingsexclude: André Kuipers wil waarschuwen voor klimaatverandering zonder te wijzen (via @NUnl) https://t.co/xMkATskeg2	RT @nothingsexclude : André Kuipers wil waarschuwen voor klimaatverandering zonder te wijzen ( via @NUnl ) https://t.co/xMkATskeg2
824496651389833217	Regiohits	LENY & DE STORIMA'S - EEN IK HOU VAN JOU	LENY & DE STORIMA'S - EEN IK HOU VAN JOU
824496652002193408	TweetdezeTweet	Retweet deze tweet... https://t.co/NcUCJPxp2Q	Retweet deze tweet ... https://t.co/NcUCJPxp2Q
824496652476121092	Verwonderster	@jippiejeekip dat is handig ja. En paspoort bij je steken. En zakdoekjes ;)	@jippiejeekip dat is handig ja . En paspoort bij je steken . En zakdoekjes ;)
824496654799736832	fschuurk	RT @HenriBontenbal: Dit noem je nou censuur. https://t.co/ON9d9CtmpH	RT @HenriBontenbal : Dit noem je nou censuur . https://t.co/ON9d9CtmpH
824496655022125056	xeronidus	Als ik niet te moe ben vanavond ga ik de nieuwe Overwatch Patch streamen :)	Als ik niet te moe ben vanavond ga ik de nieuwe Overwatch Patch streamen :)
824496655017799680	reed_angelyn	Zijn jouw benen al klaar voor rokjesdag? Kom snel naar jouw favoriete Ergoline Zonnestudio.	Zijn jouw benen al klaar voor rokjesdag ? Kom snel naar jouw favoriete Ergoline Zonnestudio .
824496657098309632	Kimmyrte	RT @puurfct: Maak contact met je doelgroep! Het verschil tussen bloggen en vloggen lees je in ons nieuw… https://t.co/R2kaW7LINH https://t.…	RT @puurfct : Maak contact met je doelgroep ! Het verschil tussen bloggen en vloggen lees je in ons nieuw … https://t.co/R2kaW7LINH https://t. …
824496662773166080	RobinSmets21	Gewoon terug in mijn bed kruipen 🙏🏻	Gewoon terug in mijn bed kruipen 🙏🏻
824496663733633025	NumoQuest	Alle BS terzijde, #CommonSense Vertrouw nooit meer politicus of #ambtenaar #politiek #Faalvarkens #OverUIT… https://t.co/3Sa3vY0Lpe	Alle BS terzijde , #CommonSense Vertrouw nooit meer politicus of #ambtenaar #politiek #Faalvarkens #OverUIT … https://t.co/3Sa3vY0Lpe
824496665272942592	rozeaapjes	@emeshaha ohooo.. ik ook! Moet er zo uit	@emeshaha ohooo .. ik ook ! Moet er zo uit
824496665251942400	TienVoorNegen	.. dat je beneden komt en je je realiseert dat de laatste loodjes (600 verhuisdozen) gewoon nog opgeruimd moeten. #oja	.. dat je beneden komt en je je realiseert dat de laatste loodjes (600 verhuisdozen ) gewoon nog opgeruimd moeten . #oja
824496668506804225	MaximPieters	@sr_tjane Hoe ervaar jij het dan? Dat ze vroeger geïntegreerd moeten worden?	@sr_tjane Hoe ervaar jij het dan ? Dat ze vroeger geïntegreerd moeten worden ?
824496668666163201	WybrenvanHaga	RT @remcovvd: 'Klimaatverandering aanpakken zonder bangmakerij & met behoud van eigen vrije keuzes en welvaart' #klimaatakkoord…	RT @remcovvd : ' Klimaatverandering aanpakken zonder bangmakerij & met behoud van eigen vrije keuzes en welvaart ' #klimaatakkoord …
824496669089636353	NewsHeadlinr	'Na winter weer zoektocht naar brokstukken MH17' https://t.co/dIWbe7IlsX	' Na winter weer zoektocht naar brokstukken MH 17' https://t.co/dIWbe7IlsX
